id,total_points,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index
477,0.0,0.0,0.0,2643.0,7012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,0.0,0.0,0.0,367.0,856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,1.0,0.0,3.0,438.0,1369.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999996,0.2999999999999998,0.0,0.19999999999999996
490,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,2.0,0.0,0.0,606634.0,53231.0,0.0,0.8900000000000001,0.03999999999999998,0.9300000000000006,0.7800000000000002,2.8000000000000114,22.700000000000003,46.0,7.200000000000003
492,9.0,2.0,35.0,100760.0,18869.0,0.0,0.16999999999999993,0.06000000000000005,0.22999999999999998,0.7800000000000002,42.599999999999994,24.80000000000001,35.0,10.200000000000003
493,0.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,4.0,0.0,24.0,218171.0,47530.0,0.0,0.0,0.5999999999999996,0.5999999999999996,0.25,32.19999999999999,64.80000000000001,10.0,10.699999999999989
495,2.0,0.0,10.0,151759.0,144438.0,0.0,0.10999999999999999,0.1499999999999999,0.26,0.7799999999999994,16.0,43.5,19.0,7.900000000000006
496,0.0,0.0,0.0,527.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,1.0,0.0,4.0,1098.0,1548.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999,0.19999999999999973,0.0,0.09999999999999987
498,2.0,0.0,9.0,69741.0,53023.0,0.0,0.0,0.12999999999999995,0.13000000000000012,0.7799999999999994,20.599999999999994,7.399999999999999,2.0,3.0
499,4.0,0.0,19.0,1651.0,2099.0,0.0,0.0,0.010000000000000009,0.010000000000000009,0.54,28.6,13.799999999999997,0.0,4.200000000000001
500,0.0,0.0,0.0,0.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,8.0,1.0,27.0,331169.0,63632.0,0.0,0.41000000000000014,0.05999999999999983,0.46999999999999975,0.7200000000000006,39.0,25.400000000000006,56.0,12.0
504,0.0,0.0,0.0,144.0,704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
