id,total_points,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index
614,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.0,0.0,1.0,1287.0,2666.0,0.0,0.0,0.0,0.0,0.040000000000000036,0.8000000000000007,1.0,0.0,0.1999999999999993
3,2.0,0.0,14.0,50099.0,70558.0,0.0,0.0,0.22999999999999998,0.22999999999999998,1.2800000000000011,21.599999999999994,12.0,4.0,3.8000000000000043
4,1.0,0.0,2.0,9136.0,198702.0,0.0,0.0,0.010000000000000009,0.009999999999999787,1.2799999999999994,12.0,13.200000000000003,2.0,2.6999999999999886
5,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2.0,0.0,3.0,8160.0,7000.0,0.0,0.03999999999999998,0.010000000000000009,0.050000000000000044,1.2800000000000002,12.0,1.5,1.0,1.5
7,0.0,0.0,0.0,302.0,839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,194.0,602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,8.0,1.0,25.0,17775.0,32127.0,0.0,0.47999999999999976,0.0,0.48,1.2199999999999998,37.20000000000002,1.4000000000000057,52.0,9.100000000000001
12,0.0,0.0,0.0,2071.0,1880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,7.0,2.0,26.0,26204.0,2497.0,0.0,0.10999999999999993,0.22999999999999998,0.3400000000000001,1.2799999999999998,28.4,50.7,6.0,8.5
15,2.0,0.0,17.0,20682.0,75957.0,0.0,0.0,0.0,0.0,1.2799999999999994,20.19999999999999,0.0,0.0,2.0
16,2.0,0.0,11.0,764.0,18039.0,0.0,0.0,0.07000000000000006,0.07000000000000006,1.2200000000000006,9.0,5.700000000000017,2.0,1.6999999999999957
17,2.0,0.0,3.0,110436.0,119690.0,0.0,0.029999999999999805,0.009999999999999787,0.040000000000000036,1.2400000000000002,1.3999999999999773,3.400000000000034,9.0,1.4000000000000057
