id,total_points,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index
109,0.0,0.0,0.0,27835.0,5477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,411.0,1519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,0.0,0.0,0.0,58.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6.0,0.0,20.0,142778.0,26775.0,0.0,0.0,0.31,0.31000000000000005,0.08999999999999986,11.0,6.399999999999977,14.0,3.1000000000000014
7,1.0,0.0,9.0,905.0,1066.0,0.0,0.0,0.020000000000000018,0.019999999999999962,0.0,3.6000000000000014,4.5,0.0,0.8000000000000007
8,0.0,0.0,0.0,4527.0,4177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,6.0,0.0,21.0,122411.0,43844.0,0.0,0.0,0.0,0.0,0.08999999999999986,4.199999999999989,0.0,0.0,0.4000000000000057
16,3.0,0.0,16.0,3712.0,13816.0,0.0,0.030000000000000027,0.06000000000000005,0.0900000000000003,0.08999999999999986,12.0,16.80000000000001,2.0,3.0999999999999943
17,3.0,0.0,23.0,178741.0,98650.0,0.0,0.33000000000000007,0.5599999999999996,0.8899999999999988,0.08999999999999986,22.800000000000068,49.19999999999993,41.0,11.300000000000011
18,6.0,0.0,26.0,213390.0,41900.0,0.0,0.0,0.040000000000000036,0.040000000000000036,0.09000000000000163,24.400000000000034,2.6000000000000014,6.0,3.299999999999997
20,1.0,0.0,12.0,2310.0,7315.0,0.0,0.0,0.019999999999999907,0.020000000000000018,0.0,7.0,2.200000000000017,2.0,1.1000000000000014
24,0.0,0.0,0.0,134.0,9580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,43.0,5926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,481.0,3041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,0.0,0.0,0.0,291.0,1243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,0.0,0.0,0.0,439.0,9440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,3.0,0.0,15.0,848.0,327.0,0.0,0.0,0.06,0.06,0.08999999999999997,8.399999999999999,15.799999999999999,0.0,2.4
633,3.0,0.0,12.0,555.0,795.0,0.0,0.1100000000000001,0.16999999999999998,0.28,0.08999999999999986,14.599999999999994,27.700000000000003,41.0,8.3
638,0.0,0.0,0.0,27.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,0.0,0.0,0.0,152.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,0.0,0.0,0.0,179.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,0.0,0.0,0.0,53.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,0.0,0.0,0.0,150.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,0.0,0.0,0.0,1539.0,2124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,181.0,7889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1.0,0.0,2.0,622.0,1509.0,0.0,0.0,0.010000000000000009,0.010000000000000009,0.2400000000000002,0.8000000000000114,1.1000000000000085,0.0,0.20000000000000284
38,5.0,0.0,21.0,51408.0,14685.0,0.0,0.08000000000000007,0.010000000000000009,0.08999999999999986,0.9799999999999995,23.200000000000017,2.6999999999999957,30.0,5.600000000000001
48,6.0,1.0,27.0,3543.0,3585.0,0.0,0.050000000000000044,0.3700000000000001,0.4200000000000004,1.7799999999999994,32.400000000000006,58.5,14.0,10.5
49,0.0,0.0,0.0,491.0,1047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,1318.0,3592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,280.0,596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1.0,0.0,8.0,2420.0,9679.0,0.0,0.0,0.020000000000000018,0.020000000000000018,1.7800000000000011,17.599999999999994,3.299999999999997,0.0,2.099999999999998
53,0.0,0.0,0.0,59.0,848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,2.0,0.0,7.0,33757.0,313828.0,0.0,0.020000000000000018,0.06000000000000005,0.08000000000000007,1.7800000000000011,4.800000000000011,12.899999999999977,17.0,3.5
56,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,3.0,0.0,11.0,2218.0,9876.0,0.0,0.0,0.1299999999999999,0.1299999999999999,0.9800000000000004,10.800000000000011,17.399999999999977,0.0,2.799999999999997
58,1.0,0.0,3.0,16274.0,370760.0,0.0,0.0,0.010000000000000009,0.009999999999999787,0.7999999999999989,0.4000000000000341,2.4000000000000057,2.0,0.5
233,1.0,0.0,3.0,1505.0,13906.0,0.0,0.0,0.0,0.0,0.7999999999999989,4.0,0.8999999999999915,0.0,0.5
35,1.0,0.0,9.0,2008.0,2635.0,0.0,0.0,0.020000000000000004,0.020000000000000018,1.7799999999999994,25.599999999999994,0.7999999999999989,0.0,2.6000000000000014
569,0.0,0.0,0.0,136.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,0.0,0.0,0.0,311.0,1156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,0.0,0.0,0.0,186.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,0.0,0.0,0.0,381.0,1688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,0.0,0.0,0.0,1211.0,1874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,0.0,0.0,0.0,109.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,348.0,574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,1.0,0.0,-2.0,210.0,267.0,0.0,0.040000000000000036,0.009999999999999995,0.050000000000000044,1.1499999999999995,0.20000000000000284,2.1000000000000014,4.0,0.5999999999999979
61,0.0,0.0,0.0,0.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,1.0,0.0,0.0,261.0,285.0,0.0,0.07000000000000006,0.010000000000000009,0.08000000000000007,1.15,0.0,1.2999999999999972,8.0,0.3000000000000007
63,3.0,1.0,29.0,377.0,750.0,0.0,0.25,0.3800000000000001,0.6300000000000001,2.1799999999999997,35.0,69.10000000000002,43.0,14.700000000000003
64,2.0,0.0,14.0,410.0,2031.0,0.0,0.0,0.04999999999999982,0.04999999999999982,2.1799999999999997,21.0,29.30000000000001,0.0,5.0
65,8.0,3.0,30.0,7746.0,1547.0,0.0,0.08999999999999986,0.0,0.08999999999999986,0.9299999999999997,33.0,0.0,9.0,4.199999999999999
66,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,3738.0,1904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,3790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,2.0,0.0,11.0,73845.0,31556.0,0.0,0.03,0.030000000000000027,0.06000000000000005,2.1799999999999997,18.400000000000034,29.19999999999999,9.0,5.700000000000003
71,3.0,0.0,7.0,41337.0,90251.0,0.0,0.10000000000000053,0.030000000000000027,0.1299999999999999,1.25,5.7999999999999545,3.4000000000000057,14.0,2.299999999999997
72,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,2.0,0.0,12.0,771.0,613.0,0.0,0.3799999999999999,0.15000000000000013,0.5300000000000002,2.1800000000000006,39.80000000000001,40.400000000000006,63.0,14.299999999999997
75,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,1.0,0.0,5.0,126.0,207.0,0.0,0.31,0.030000000000000027,0.33999999999999997,0.93,5.399999999999999,20.5,7.0,3.3000000000000007
77,0.0,0.0,0.0,10.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,3.0,0.0,8.0,20328.0,116177.0,0.0,0.3899999999999997,0.05999999999999961,0.4499999999999993,1.0300000000000011,8.800000000000011,12.899999999999977,56.0,7.800000000000011
79,0.0,0.0,0.0,44.0,7731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,12.0,579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,6.0,0.0,18.0,1876.0,1335.0,0.0,0.0,0.0,0.0,1.0299999999999994,4.799999999999997,1.6999999999999957,2.0,0.8999999999999986
83,0.0,0.0,0.0,77.0,11056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,347.0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,2.0,0.0,10.0,4143.0,2488.0,0.0,0.12,0.0,0.11999999999999994,2.1799999999999997,19.80000000000001,0.8999999999999986,7.0,2.799999999999997
152,2.0,0.0,12.0,13146.0,7406.0,0.0,0.0,0.0,0.0,2.1799999999999997,20.399999999999977,0.0,0.0,2.0
580,2.0,0.0,11.0,25412.0,4682.0,0.0,0.0,0.010000000000000009,0.010000000000000009,2.1800000000000006,23.600000000000023,13.799999999999997,2.0,3.900000000000002
592,0.0,0.0,0.0,13.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,0.0,0.0,0.0,346.0,857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,2.0,0.0,13.0,27225.0,80445.0,0.0,0.1299999999999999,0.31000000000000005,0.4399999999999995,1.25,7.400000000000006,32.70000000000002,46.0,8.600000000000009
680,0.0,0.0,0.0,368.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,0.0,0.0,0.0,153.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,1.0,0.0,4.0,768.0,448.0,0.0,0.0,0.18999999999999997,0.18999999999999995,0.20000000000000107,4.400000000000006,14.299999999999997,2.0,2.0999999999999996
87,0.0,0.0,0.0,152.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,1.0,0.0,9.0,24828.0,13076.0,0.0,0.0,0.21999999999999997,0.2200000000000002,2.2300000000000004,14.399999999999977,13.800000000000004,2.0,3.0
89,2.0,0.0,5.0,11106.0,20846.0,0.0,0.1499999999999999,0.010000000000000231,0.16000000000000014,1.8699999999999974,8.599999999999966,3.2999999999999545,5.0,1.7000000000000028
90,0.0,0.0,0.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,3.0,0.0,13.0,47158.0,36336.0,0.0,0.0,0.0,0.0,2.2300000000000004,42.39999999999998,0.0,0.0,4.200000000000003
92,0.0,0.0,0.0,33.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,4.0,284.0,11053.0,0.0,0.07999999999999996,0.5,0.5799999999999998,0.360000000000003,2.3999999999999773,14.0,7.0,2.3000000000000043
95,0.0,0.0,0.0,15.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,1167.0,1639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,97.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,2.0,0.0,11.0,274.0,842.0,0.0,0.030000000000000027,0.0,0.029999999999999805,2.09,15.799999999999983,1.0999999999999943,7.0,2.3999999999999986
99,9.0,2.0,27.0,160160.0,151517.0,0.0,0.5300000000000002,0.06999999999999984,0.6000000000000005,2.2300000000000004,47.39999999999998,15.399999999999977,42.0,10.5
100,0.0,0.0,0.0,1235.0,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,2.0,0.0,13.0,1702.0,1538.0,0.0,0.32000000000000006,0.020000000000000018,0.33999999999999986,2.2300000000000004,14.400000000000006,2.700000000000017,21.0,3.799999999999997
102,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,1.0,0.0,11.0,2407.0,14774.0,0.0,0.0,0.020000000000000018,0.020000000000000018,2.2300000000000004,26.200000000000045,0.29999999999999716,4.0,3.0999999999999943
105,2.0,0.0,6.0,618.0,316.0,0.0,0.0,0.20000000000000007,0.20000000000000007,2.0299999999999994,17.400000000000006,25.0,2.0,4.400000000000002
106,3.0,0.0,13.0,21601.0,12040.0,0.0,0.040000000000000036,0.15999999999999998,0.19999999999999973,0.20000000000000107,16.799999999999983,13.799999999999997,7.0,3.8000000000000043
