id_x,first_name,second_name,web_name,team,team_code,position
504,Matt,Turner,Turner,16,17,GKP
505,Nikola,Milenković,Milenković,16,17,DEF
506,Murillo,Costa dos Santos,Murillo,16,17,DEF
507,Ola,Aina,Aina,16,17,DEF
508,Neco,Williams,N.Williams,16,17,DEF
509,David,Mota Veiga Teixeira do Carmo,David Carmo,16,17,DEF
510,Jair,Paula da Cunha Filho,Jair Cunha,16,17,DEF
511,Felipe,Rodrigues da Silva,Morato,16,17,DEF
512,Omar,Richards,O.Richards,16,17,DEF
513,Zach,Abbott,Abbott,16,17,DEF
514,Willy,Boly,Boly,16,17,DEF
515,Morgan,Gibbs-White,Gibbs-White,16,17,MID
516,Callum,Hudson-Odoi,Hudson-Odoi,16,17,MID
517,Elliot,Anderson,Anderson,16,17,MID
518,João Pedro,Ferreira da Silva,Jota,16,17,MID
519,Nicolás,Domínguez,Dominguez,16,17,MID
520,Lewis,O'Brien,O'Brien,16,17,MID
521,Ibrahim,Sangaré,Sangaré,16,17,MID
522,Ryan,Yates,Yates,16,17,MID
523,Eric,da Silva Moreira,Da Silva Moreira,16,17,MID
524,Marko,Stamenić,Stamenic,16,17,MID
525,Chris,Wood,Wood,16,17,FWD
526,Igor Jesus,Maciel da Cruz,Igor Jesus,16,17,FWD
527,Taiwo,Awoniyi,Awoniyi,16,17,FWD
669,Dan,Ndoye,Ndoye,16,17,MID
675,Angus,Gunn,Gunn,16,17,GKP
693,Omari,Hutchinson,Hutchinson,16,17,MID
696,Arnaud,Kalimuendo,Kalimuendo,16,17,FWD
699,Douglas Luiz,Soares de Paulo,Douglas Luiz,16,17,MID
715,John Victor,Maciel Furtado,John,16,17,GKP
716,Nicolò,Savona,Savona,16,17,DEF
729,Luis Eduardo,Soares da Silva,Cuiabano,16,17,DEF
734,Dilane,Bakwa,Bakwa,16,17,MID
528,Anthony,Patterson,Patterson,17,56,GKP
529,Simon,Moore,Moore,17,56,GKP
530,Blondy,Nna Noukeu,Nna Noukeu,17,56,GKP
531,Daniel,Ballard,Ballard,17,56,DEF
532,Trai,Hume,Hume,17,56,DEF
533,Aji,Alese,Alese,17,56,DEF
534,Joe,Anderson,Anderson,17,56,DEF
535,Dennis,Cirkin,Cirkin,17,56,DEF
536,Leo Fuhr,Hjelde,Hjelde,17,56,DEF
537,Niall,Huggins,Huggins,17,56,DEF
538,Zak,Johnson,Johnson,17,56,DEF
539,Luke,O'Nien,O'Nien,17,56,DEF
540,Timothée,Pembélé,Pembele,17,56,DEF
541,Reinildo,Mandava,Reinildo,17,56,DEF
542,Jenson,Seelt,Seelt,17,56,DEF
543,Simon,Adingra,Adingra,17,56,MID
544,Habib,Diarra,Diarra,17,56,MID
545,Patrick,Roberts,Roberts,17,56,MID
546,Milan,Aleksić,Aleksić,17,56,MID
547,Enzo,Le Fée,E.Le Fée,17,56,MID
548,Romaine,Mundle,Mundle,17,56,MID
549,Dan,Neil,Neil,17,56,MID
550,Ian,Poveda-Ocampo,Poveda,17,56,MID
551,Chris,Rigg,Rigg,17,56,MID
552,Noah,Sadiki,Sadiki,17,56,MID
553,Chemsdine,Talbi,Talbi,17,56,MID
554,Abdoullah,Ba,Ba,17,56,MID
555,Alan,Browne,Browne,17,56,MID
556,Pierre,Ekwah Elimby,Ekwah,17,56,MID
557,Harrison,Jones,H.Jones,17,56,MID
558,Jay,Matete,Matete,17,56,MID
559,Nectarios,Triantis,Triantis,17,56,MID
560,Wilson,Isidor,Isidor,17,56,FWD
561,Eliezer,Mayenda Dossou,Mayenda,17,56,FWD
562,Ahmed,Abdullahi,Abdullahi,17,56,FWD
563,Luís Hemir,Silva Semedo,Luís Hemir,17,56,FWD
564,Nazarii,Rusyn,Rusyn,17,56,FWD
668,Granit,Xhaka,Xhaka,17,56,MID
670,Robin,Roefs,Roefs,17,56,GKP
678,Arthur,Masuaku,Masuaku,17,56,DEF
683,Omar,Alderete,Alderete,17,56,DEF
694,Nordi,Mukiele,Mukiele,17,56,DEF
724,Lutsharel,Geertruida,Geertruida,17,56,DEF
730,Brian,Brobbey,Brobbey,17,56,FWD
735,Bertrand,Traoré,Traoré,17,56,MID
565,Guglielmo,Vicario,Vicario,18,6,GKP
566,Brandon,Austin,Austin,18,6,GKP
567,Antonín,Kinský,Kinsky,18,6,GKP
568,Pedro,Porro Sauceda,Pedro Porro,18,6,DEF
569,Cristian,Romero,Romero,18,6,DEF
570,Kevin,Danso,Danso,18,6,DEF
571,Ben,Davies,Davies,18,6,DEF
572,Radu,Drăgușin,Dragusin,18,6,DEF
573,Djed,Spence,Spence,18,6,DEF
574,Destiny,Udogie,Udogie,18,6,DEF
575,Micky,van de Ven,Van de Ven,18,6,DEF
576,Ashley,Phillips,Phillips,18,6,DEF
577,Takai,Kōta,Takai,18,6,DEF
578,Luka,Vušković,Vuskovic,18,6,DEF
579,Son,Heung-min,Son,18,6,MID
580,Brennan,Johnson,Johnson,18,6,MID
581,James,Maddison,Maddison,18,6,MID
582,Mohammed,Kudus,Kudus,18,6,MID
583,Dejan,Kulusevski,Kulusevski,18,6,MID
584,Mathys,Tel,Tel,18,6,MID
585,Rodrigo,Bentancur,Bentancur,18,6,MID
586,Lucas,Bergvall,Bergvall,18,6,MID
587,Yves,Bissouma,Bissouma,18,6,MID
588,Wilson,Odobert,Odobert,18,6,MID
589,Manor,Solomon,Solomon,18,6,MID
590,Bryan,Gil Salvatierra,Bryan,18,6,MID
591,Archie,Gray,Gray,18,6,MID
592,Mikey,Moore,Moore,18,6,MID
593,Pape Matar,Sarr,P.M.Sarr,18,6,MID
594,Yang,Min-hyeok,Min-hyeok,18,6,MID
595,Callum,Olusesi,Olusesi,18,6,MID
596,Dominic,Solanke-Mitchell,Solanke,18,6,FWD
597,Richarlison,de Andrade,Richarlison,18,6,FWD
598,Will,Lankshear,Lankshear,18,6,FWD
599,Dane,Scarlett,Scarlett,18,6,FWD
673,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,J.Palhinha,18,6,MID
717,Xavi,Simons,Xavi,18,6,MID
726,Randal,Kolo Muani,Kolo Muani,18,6,FWD
149,Igor Julio,dos Santos de Paulo,Igor,19,21,DEF
600,Alphonse,Areola,Areola,19,21,GKP
601,Wes,Foderingham,Foderingham,19,21,GKP
602,Krisztián,Hegyi,Hegyi,19,21,GKP
603,El Hadji Malick,Diouf,Diouf,19,21,DEF
604,Emerson,Palmieri dos Santos,Emerson,19,21,DEF
605,Maximilian,Kilman,Kilman,19,21,DEF
606,Konstantinos,Mavropanos,Mavropanos,19,21,DEF
607,Nayef,Aguerd,N.Aguerd,19,21,DEF
608,Ollie,Scarles,Scarles,19,21,DEF
609,Jean-Clair,Todibo,Todibo,19,21,DEF
610,Aaron,Wan-Bissaka,Wan-Bissaka,19,21,DEF
611,Kaelan,Casey,Casey,19,21,DEF
612,Lucas,Tolentino Coelho de Lima,L.Paquetá,19,21,MID
613,Tomáš,Souček,Souček,19,21,MID
614,James,Ward-Prowse,Ward-Prowse,19,21,MID
615,Crysencio,Summerville,Summerville,19,21,MID
616,Edson,Álvarez Velázquez,Álvarez,19,21,MID
617,Maxwel,Cornet,Cornet,19,21,MID
618,Guido,Rodríguez,G.Rodriguez,19,21,MID
619,Luis Guilherme,Lira dos Santos,L.Guilherme,19,21,MID
620,George,Earthy,Earthy,19,21,MID
621,Andy,Irving,Irving,19,21,MID
622,Lewis,Orford,Orford,19,21,MID
623,Freddie,Potts,Potts,19,21,MID
624,Jarrod,Bowen,Bowen,19,21,FWD
625,Niclas,Füllkrug,Füllkrug,19,21,FWD
626,Callum,Marshall,Marshall,19,21,FWD
659,Kyle,Walker-Peters,Walker-Peters,19,21,DEF
671,Callum,Wilson,Wilson,19,21,FWD
679,Mads,Hermansen,Hermansen,19,21,GKP
708,Mateus Gonçalo,Espanha Fernandes,M.Fernandes,19,21,MID
718,Soungoutou,Magassa,S.Magassa,19,21,MID
738,Lukasz,Fabianski,Fabianski,19,21,GKP
627,Sam,Johnstone,Johnstone,20,39,GKP
628,José,Malheiro de Sá,José Sá,20,39,GKP
629,Daniel,Bentley,Bentley,20,39,GKP
631,Emmanuel,Agbadou,Agbadou,20,39,DEF
632,Matt,Doherty,Doherty,20,39,DEF
633,Hugo,Bueno López,H.Bueno,20,39,DEF
634,Yerson,Mosquera Valdelamar,Mosquera,20,39,DEF
635,Rodrigo,Martins Gomes,R.Gomes,20,39,DEF
636,Santiago,Ignacio Bueno,S.Bueno,20,39,DEF
637,Toti,Gomes,Toti,20,39,DEF
638,Ki-Jana,Hoever,Hoever,20,39,DEF
639,Bastien,Meupiyou Menadjou,Meupiyou,20,39,DEF
640,Pedro,Cardoso de Lima,Pedro Lima,20,39,DEF
641,Alfie,Pond,Pond,20,39,DEF
642,Hwang,Hee-chan,Hee Chan,20,39,MID
643,André,Trindade da Costa Neto,André,20,39,MID
644,Jean-Ricner,Bellegarde,Bellegarde,20,39,MID
645,Fer,López González,Fer López,20,39,MID
646,João Victor,Gomes da Silva,Gomes,20,39,MID
647,Gonçalo Manuel,Ganchinho Guedes,Guedes,20,39,MID
648,Marshall,Munetsi,Munetsi,20,39,MID
649,Boubacar,Traoré,B.Traore,20,39,MID
650,Tawanda,Chirewa,Chirewa,20,39,MID
651,Tom,Edozie,Edozie,20,39,MID
652,Enso,González Medina,Gonzalez,20,39,MID
653,Joe,Hodge,Hodge,20,39,MID
654,Jørgen,Strand Larsen,Strand Larsen,20,39,FWD
655,Fábio,Soares Silva,Fábio Silva,20,39,FWD
656,Saša,Kalajdžić,Kalajdžić,20,39,FWD
657,Leon,Chiwome,Chiwome,20,39,FWD
658,Nathan,Fraser,Fraser,20,39,FWD
663,Jhon,Arias,J.Arias,20,39,MID
682,David,Møller Wolfe,Møller Wolfe,20,39,DEF
695,Jackson,Tchatchoua,Tchatchoua,20,39,DEF
709,Ladislav,Krejcí,Krejčí,20,39,DEF
720,Tolu,Arokodare,Tolu,20,39,FWD
