id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat
243,a,100.0,100.0,4.8,283,182,0,0,-2,2,0.0,611,242,23,1,1.1,438,207,0,145,0.2,395,182,0.0,4.8,0,4407,16,6790,15,0.7,0.2,0.2,0.95,1.15,6.43,0.04,0.18,0.22,1.22,110.0,367,172,174.8,208,135,49.0,319,173,33.4,324,160,,,,33,
10,i,0.0,0.0,5.0,202,125,0,0,0,0,0.0,552,206,27,0,2.2,258,110,2,143,0.0,738,312,0.0,5.4,0,16051,8,18575,10,0.0,0.0,1.07,0.96,2.03,6.13,0.2,0.18,0.38,1.14,131.6,347,158,223.9,169,116,195.0,159,100,55.1,249,126,4.0,,,33,
19,d,75.0,100.0,5.1,184,110,0,0,-4,4,7.5,50,15,98,0,3.4,100,49,13,383,0.8,312,143,0.2,19.2,1,3629326,1226,4543586,9222,1.0,0.8,4.04,1.72,5.76,20.33,0.2,0.08,0.28,1.0,358.4,181,73,338.1,104,77,330.0,92,60,102.8,121,73,,,,33,
792,a,100.0,100.0,4.5,494,311,0,0,0,0,0.0,790,339,2,1,1.0,496,227,0,3,0.7,321,150,0.2,0.4,0,98,23,33,9,0.2,-0.8,0.0,0.0,0.0,0.35,0.0,0.0,0.0,1.5,0.0,764,324,0.1,518,251,0.0,745,318,0.0,764,324,,,,33,
796,a,,,4.0,728,232,0,0,0,0,0.0,789,264,0,0,0.0,655,244,0,0,0.0,530,212,0.0,0.0,0,48,11,11,7,-0.5,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648,244,0.0,633,243,0.0,597,235,0.0,648,244,,,,33,
797,a,,,4.5,492,310,0,0,0,0,0.0,798,344,1,0,1.0,495,226,0,3,0.5,340,156,0.1,0.2,0,33,6,3,0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762,323,0.0,758,323,0.0,743,317,0.0,762,323,,,,33,
316,a,100.0,100.0,7.0,27,12,0,0,-5,5,2.0,144,21,61,0,2.4,238,29,6,233,0.2,412,42,0.0,8.7,1,430558,742,827041,2592,1.2,1.7,4.9,0.4,5.3,12.82,0.44,0.04,0.48,1.16,249.2,253,24,123.9,253,28,354.0,80,25,72.0,197,26,,,3.0,33,
755,a,,,7.7,15,6,0,0,7,-7,27.3,9,3,60,4,5.0,14,6,10,270,4.4,53,6,0.6,7.8,2,4422672,24729,859281,333259,0.0,9.8,4.69,1.42,6.11,12.01,0.46,0.14,0.6,1.18,282.4,228,22,216.2,173,19,343.0,86,27,84.2,162,22,,,,33,
765,a,,,6.0,81,53,0,0,0,0,0.0,575,220,21,3,2.6,200,84,0,83,1.8,223,103,0.3,3.5,0,8331,52,5013,472,0.0,4.6,0.27,0.45,0.72,6.96,0.04,0.06,0.1,0.97,84.8,394,183,71.0,318,187,34.0,351,190,18.7,387,189,,,,33,
785,a,,,5.9,88,58,0,0,-1,1,0.0,764,322,0,0,0.0,793,343,0,0,0.0,784,339,0.0,0.0,0,570,13,439,28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794,343,0.0,794,343,0.0,793,342,0.0,794,343,,,,33,
364,i,0.0,0.0,5.3,157,93,0,0,3,-3,3.9,95,29,107,0,4.9,16,9,14,462,0.0,765,327,0.0,20.2,2,3935592,81,3976020,5292,0.0,0.0,4.12,3.42,7.54,27.45,0.23,0.19,0.42,1.55,516.8,101,38,552.3,48,40,477.0,57,36,154.7,57,40,3.0,,,33,
365,u,0.0,0.0,5.7,100,66,0,0,-3,3,0.2,384,124,8,0,1.0,515,240,0,37,0.0,778,336,0.0,1.4,0,18431,0,38650,36,0.0,0.0,0.6,0.21,0.81,2.05,0.4,0.14,0.54,1.37,35.0,444,203,50.7,345,195,74.0,289,162,15.8,400,194,,,,33,
372,a,100.0,100.0,5.9,85,56,0,0,-6,6,4.7,87,26,90,2,2.8,167,76,4,315,3.0,117,48,0.5,15.3,1,1237050,4680,2520706,2315,3.0,3.0,6.26,2.24,8.5,31.55,0.29,0.1,0.39,1.45,379.0,170,68,428.2,79,60,807.0,15,8,160.6,49,34,,,,33,
373,u,0.0,0.0,4.5,403,250,0,0,0,0,0.0,608,240,0,0,0.0,708,280,0,0,0.0,629,230,0.0,0.0,0,1740,0,11895,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702,277,0.0,697,277,0.0,678,269,0.0,702,277,,,,33,
374,a,100.0,100.0,3.9,735,67,0,0,-1,1,0.2,341,51,0,0,0.0,575,45,0,0,0.0,418,26,0.0,0.0,0,22065,294,23811,272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566,46,0.0,541,25,0.0,495,5,0.0,566,46,,,,33,
375,a,100.0,100.0,6.9,32,16,0,0,-1,1,1.0,206,33,63,2,2.2,265,31,5,206,1.5,247,24,0.2,9.1,0,473399,1983,480043,1752,1.5,1.5,3.19,0.88,4.07,27.47,0.17,0.05,0.22,1.5,139.8,343,32,207.6,183,21,296.0,104,30,63.5,225,29,,,,33,
376,a,100.0,100.0,4.3,568,116,0,0,-2,2,0.1,495,172,16,2,1.5,370,120,0,57,0.8,301,93,0.2,3.7,0,4522,84,18096,56,0.8,0.8,0.0,0.06,0.06,6.63,0.0,0.01,0.01,1.36,86.4,392,139,38.6,373,126,6.0,437,160,13.2,411,141,,,,33,
381,u,0.0,0.0,4.9,253,161,0,0,-1,1,0.1,428,146,2,0,1.0,507,235,0,4,0.0,725,301,0.0,0.4,0,6691,0,93405,7,0.0,0.0,0.07,0.0,0.07,0.66,0.37,0.0,0.37,3.49,3.2,523,240,0.3,508,248,5.0,450,231,0.9,522,240,,,,33,
382,a,100.0,100.0,6.3,53,28,0,0,-2,2,0.1,456,161,11,1,0.9,530,248,0,19,0.8,318,148,0.1,1.7,0,7886,239,27726,92,0.8,0.8,1.24,0.19,1.43,5.31,0.33,0.05,0.38,1.41,32.0,446,205,75.1,311,183,75.0,288,161,17.5,392,192,,,,33,
383,a,,,4.9,256,10,0,0,-1,1,5.3,72,13,116,2,3.6,84,13,8,424,3.8,79,7,0.8,23.7,1,1172899,4207,1347400,5252,3.8,3.8,0.0,0.19,0.19,46.44,0.0,0.01,0.01,1.45,710.8,31,10,13.0,435,8,0.0,759,74,72.4,195,10,,,,33,
384,u,0.0,0.0,5.0,225,143,0,0,0,0,0.0,731,306,0,0,0.0,782,336,0,0,0.0,748,320,0.0,0.0,0,61,0,1928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782,336,0.0,781,336,0.0,775,335,0.0,782,336,,,,33,
387,a,100.0,100.0,4.9,241,30,0,0,-1,1,0.2,398,143,3,0,1.0,505,177,0,27,0.2,399,133,0.0,0.6,0,6188,286,66957,98,0.2,0.2,0.0,0.17,0.17,0.5,0.0,0.19,0.19,0.56,22.6,468,170,27.0,399,142,0.0,755,264,5.0,472,167,,,,33,
764,a,,,4.5,368,16,0,0,0,0,0.1,519,68,16,1,1.8,322,36,0,63,1.8,209,19,0.4,3.6,0,11936,587,7173,257,0.8,0.3,0.0,0.0,0.0,19.03,0.0,0.0,0.0,2.11,287.2,225,23,10.0,455,15,0.0,656,68,29.6,340,22,,,,33,
402,a,100.0,100.0,5.2,165,98,0,0,-3,3,17.6,22,7,143,2,4.8,19,10,11,526,8.4,5,2,1.6,27.5,4,2998398,155678,1245728,15922,9.4,8.9,5.7,5.01,10.71,26.1,0.25,0.22,0.47,1.17,644.8,53,15,520.1,58,47,475.0,58,37,163.8,46,31,,,,33,
403,a,100.0,100.0,6.0,77,49,0,0,0,0,1.2,189,62,99,1,3.4,105,51,11,374,4.0,70,29,0.7,16.5,3,472152,2459,518552,973,5.0,4.5,3.74,2.17,5.91,31.79,0.14,0.08,0.22,1.2,469.8,127,45,389.3,88,67,465.0,59,38,132.7,74,50,,,,33,
404,u,0.0,0.0,4.2,616,151,0,0,-3,3,0.1,477,165,12,0,1.2,417,138,0,40,0.0,547,221,0.0,2.9,0,10682,0,20717,33,0.0,0.0,0.41,0.11,0.52,5.72,0.12,0.03,0.15,1.72,80.6,397,141,29.0,394,139,20.0,389,134,12.6,414,143,,,,33,
620,a,,,5.5,120,74,0,0,0,0,0.1,527,196,23,1,1.4,404,194,0,95,0.8,316,146,0.1,4.2,0,7500,56,7354,37,1.3,1.3,1.04,0.36,1.4,4.11,0.37,0.13,0.5,1.47,84.2,395,184,102.6,273,165,98.0,257,143,28.4,348,172,,,,33,
653,a,,,4.5,409,72,0,0,0,0,0.1,463,162,36,1,1.6,356,116,2,123,0.5,335,105,0.1,8.0,0,15881,129,11283,129,1.0,1.0,0.18,0.02,0.2,12.42,0.02,0.0,0.02,1.42,183.2,298,109,9.4,458,159,22.0,378,128,21.7,380,129,,,,33,
706,a,,,4.0,705,213,0,0,0,0,0.0,585,201,0,0,0.0,637,230,0,0,0.0,508,194,0.0,0.0,0,5366,77,2914,83,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,230,0.0,615,229,0.0,578,220,0.0,630,230,,,,33,
721,a,,,4.0,634,40,0,0,0,0,0.0,617,70,0,0,0.0,591,58,0,0,0.0,447,41,0.0,0.0,0,3889,96,2010,62,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583,59,0.0,561,40,0.0,520,21,0.0,583,59,,,,33,
454,u,0.0,0.0,4.3,585,29,0,0,-2,2,0.1,488,65,0,0,0.0,666,80,0,0,0.0,563,77,0.0,0.0,0,2973,0,26036,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659,80,0.0,651,74,0.0,621,59,0.0,659,80,,,,33,
693,u,0.0,0.0,4.5,453,286,0,0,0,0,0.0,775,329,0,0,0.0,739,306,0,0,0.0,668,262,0.0,0.0,0,828,0,786,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734,303,0.0,728,303,0.0,713,296,0.0,734,303,,,,33,
486,i,0.0,0.0,4.3,590,133,0,0,-2,2,0.2,406,146,24,0,1.5,374,123,0,96,0.0,566,233,0.0,5.6,0,56106,17,69898,116,0.0,0.0,0.13,0.16,0.29,28.59,0.01,0.01,0.02,2.06,256.4,241,89,58.1,335,107,47.0,325,108,36.2,309,97,,,,33,
487,u,0.0,0.0,4.5,383,65,0,0,0,0,0.0,722,244,0,0,0.0,695,261,0,0,0.0,615,251,0.0,0.0,0,0,0,2704,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689,262,0.0,683,261,0.0,664,258,0.0,689,262,,,,33,
488,a,,,4.3,556,26,0,0,-2,2,0.3,304,47,19,0,2.7,172,27,0,64,0.0,551,74,0.0,4.4,0,105030,70,104381,484,-1.0,-0.5,0.0,0.0,0.0,14.8,0.0,0.0,0.0,2.11,221.0,269,25,0.0,648,72,0.0,615,56,22.2,377,25,,,,33,
489,a,100.0,100.0,4.6,359,231,0,0,-4,4,0.2,380,121,37,0,1.6,359,166,0,220,0.8,308,139,0.2,8.0,0,40411,58,50841,307,-0.2,0.3,0.03,0.17,0.2,28.3,0.0,0.01,0.01,1.89,217.2,271,122,50.2,346,196,13.0,410,213,28.1,349,173,,,,33,
496,a,,,4.1,629,160,0,0,-4,4,0.2,396,142,1,0,0.3,550,192,0,17,0.0,538,217,0.0,0.2,0,15087,66,33705,134,-1.0,-0.5,0.07,0.24,0.31,1.18,0.05,0.18,0.23,0.88,20.8,474,172,20.2,416,148,11.0,416,148,5.2,467,165,,,,33,
501,a,,,4.7,326,210,0,0,-3,3,0.0,581,225,20,1,1.1,437,206,0,99,0.2,394,181,0.0,4.3,0,4893,7,7290,16,-0.3,-1.3,0.13,0.29,0.42,21.7,0.01,0.03,0.04,2.29,88.8,388,180,135.2,243,154,28.0,368,199,25.1,364,182,,,,33,
616,u,0.0,0.0,4.0,684,194,0,0,0,0,0.0,671,226,0,0,0.0,621,216,0,0,0.0,490,178,0.0,0.0,0,2208,0,3789,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614,216,0.0,598,214,0.0,560,204,0.0,614,216,,,,33,
513,a,100.0,100.0,4.2,603,32,0,0,-3,3,6.3,64,12,54,3,2.5,201,32,0,212,2.2,162,13,0.5,12.9,0,785833,8974,970121,6717,2.2,2.7,0.0,0.0,0.0,31.46,0.0,0.0,0.0,1.49,503.6,115,19,0.0,643,69,0.0,609,53,50.5,270,19,,,,33,
514,a,100.0,100.0,7.5,17,10,0,0,0,0,8.8,42,11,145,9,5.0,13,7,13,526,5.0,37,16,0.7,19.3,2,2425571,76820,2281624,13972,5.0,5.5,7.42,5.36,12.78,45.56,0.26,0.19,0.45,1.61,684.8,38,8,648.2,34,29,899.0,9,4,222.9,9,6,2.0,,4.0,33,
516,a,100.0,100.0,4.1,627,158,0,0,-4,4,0.4,295,111,19,1,1.1,431,143,1,62,0.2,374,121,0.0,4.6,0,38847,189,89282,202,0.2,0.7,0.27,0.81,1.07,15.21,0.03,0.09,0.12,1.61,170.6,308,114,107.5,270,76,37.0,342,113,31.2,336,111,,,,33,
523,a,100.0,100.0,4.9,238,51,0,0,-1,1,1.2,188,27,32,0,2.1,275,32,4,110,0.0,721,65,0.0,6.5,0,417388,466,436925,1029,0.0,0.5,2.25,0.06,2.31,4.89,0.75,0.02,0.77,1.63,97.0,384,37,76.5,309,34,159.0,189,37,33.4,325,37,,,,33,
524,a,100.0,100.0,4.3,573,120,0,0,-2,2,1.3,175,68,71,1,2.2,254,84,5,340,1.2,255,72,0.3,16.5,1,400448,1105,386351,3328,1.2,1.7,1.45,1.05,2.5,52.6,0.05,0.03,0.08,1.63,735.0,27,10,186.3,201,47,136.0,211,48,106.0,111,26,,,,33,
525,a,100.0,100.0,6.2,68,41,0,0,-3,3,2.4,129,43,83,3,3.1,136,63,4,289,2.2,175,78,0.4,13.4,0,428370,2981,1047605,3284,2.2,2.7,6.27,2.4,8.67,38.45,0.25,0.1,0.35,1.54,360.4,177,71,476.9,67,53,656.0,35,21,149.2,61,42,,,,33,
517,a,100.0,100.0,3.9,736,237,0,0,-1,1,1.8,148,57,27,0,1.9,300,96,3,109,0.2,369,116,0.1,6.9,1,250287,504,295619,4337,0.2,0.7,0.11,1.22,1.33,8.53,0.02,0.19,0.21,1.32,115.8,356,128,114.9,262,70,5.0,446,162,23.5,371,124,,2.0,,33,
519,u,0.0,0.0,4.5,414,256,0,0,0,0,0.0,653,264,0,0,0.0,714,284,0,0,0.0,637,235,0.0,0.0,0,0,0,8103,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708,281,0.0,703,281,0.0,684,273,0.0,708,281,,,,33,
520,a,100.0,100.0,4.4,498,85,0,0,-1,1,0.6,253,96,71,8,2.5,205,62,4,200,2.5,143,38,0.6,16.1,2,144595,2198,164400,660,2.5,3.0,1.95,2.17,4.12,35.47,0.09,0.1,0.19,1.66,392.8,167,61,304.4,118,24,167.0,181,33,86.4,156,44,3.0,1.0,,33,
521,a,100.0,100.0,4.0,635,41,0,0,0,0,11.1,38,6,36,0,2.8,156,24,2,132,0.0,448,42,0.0,9.0,0,1701222,1519,1818090,20945,0.0,0.5,0.0,0.0,0.0,21.99,0.0,0.0,0.0,1.85,362.2,174,21,0.3,501,19,0.0,521,22,36.1,310,21,,,,33,
591,a,100.0,100.0,4.2,620,155,0,0,-3,3,0.3,331,126,43,2,2.0,286,92,1,188,1.2,254,71,0.3,10.2,0,28989,386,51877,560,1.2,1.7,0.15,0.04,0.19,23.28,0.01,0.0,0.01,1.5,289.6,222,80,32.8,384,134,26.0,371,125,34.9,316,100,,,,33,
654,a,100.0,100.0,5.0,208,130,0,0,0,0,0.0,604,236,45,2,1.6,365,171,2,204,1.5,237,112,0.3,9.0,0,8472,46,7647,83,1.5,2.0,1.73,1.29,3.02,26.52,0.12,0.09,0.21,1.79,172.0,307,139,248.0,153,105,163.0,185,114,58.3,239,124,4.0,4.0,,33,
677,a,,,4.0,695,203,0,0,0,0,0.2,389,141,27,1,1.9,302,98,2,88,1.2,252,69,0.3,6.8,0,28516,153,11530,665,1.2,1.7,0.11,0.17,0.28,9.64,0.02,0.03,0.05,1.48,92.2,386,137,41.8,361,119,20.0,388,133,15.5,402,137,,,,33,
686,a,,,4.0,719,225,0,0,0,0,0.0,638,220,0,0,0.0,647,238,0,0,0.0,521,205,0.0,0.0,0,2721,37,2294,29,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640,238,0.0,625,237,0.0,589,229,0.0,640,238,,,,33,
7,d,25.0,25.0,4.6,348,227,0,0,-4,4,0.2,364,113,19,0,1.4,397,188,0,109,0.6,325,152,0.1,4.1,0,30739,4,50089,256,0.0,0.9,0.06,0.59,0.65,5.83,0.01,0.08,0.09,0.75,44.6,425,195,88.8,291,176,8.0,430,222,14.2,407,197,,,,33,
8,a,,,4.8,313,40,0,0,-2,2,1.6,156,59,32,13,2.5,212,68,0,125,3.8,78,18,0.8,6.7,1,277981,4341,59623,10529,0.0,10.1,0.17,0.23,0.4,8.69,0.02,0.03,0.05,1.03,176.2,303,111,55.2,340,110,30.0,363,119,26.2,357,119,,,,33,
9,a,100.0,100.0,6.5,46,23,0,0,-5,5,2.7,123,40,111,10,3.8,70,32,6,363,3.6,85,34,0.6,17.1,1,1263282,4559,1314317,16534,0.0,9.7,5.79,3.78,9.57,20.2,0.27,0.17,0.44,0.93,485.8,125,44,498.0,63,50,777.0,17,9,176.2,34,26,,,,33,
16,a,100.0,100.0,6.2,57,31,0,0,-3,3,3.6,98,31,105,8,3.3,111,53,12,547,3.2,109,43,0.5,16.9,0,459416,5628,741314,22968,0.0,8.9,2.67,5.47,8.14,23.87,0.09,0.19,0.28,0.84,616.8,62,19,900.1,7,7,333.0,91,59,184.6,26,20,2.0,2.0,,33,
17,a,100.0,100.0,10.5,4,3,0,0,5,-5,22.5,11,4,119,2,5.7,8,4,18,478,2.4,159,68,0.2,11.3,4,7675287,21800,8157428,258469,0.0,7.3,5.88,6.84,12.72,12.87,0.36,0.42,0.78,0.8,566.4,76,27,725.2,20,17,715.0,27,16,200.6,18,13,1.0,,1.0,33,
75,u,0.0,0.0,4.0,677,58,0,0,0,0,0.0,668,73,0,0,0.0,616,69,0,0,0.0,484,58,0.0,0.0,0,0,0,3102,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610,70,0.0,594,57,0.0,554,39,0.0,610,70,,,,33,
127,u,0.0,0.0,5.0,236,151,0,0,0,0,0.0,761,319,0,0,0.0,785,338,0,0,0.0,753,322,0.0,0.0,0,0,0,1154,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786,338,0.0,785,338,0.0,779,337,0.0,786,338,,,,33,
128,d,50.0,0.0,4.3,576,123,0,0,-2,2,0.1,503,176,17,0,1.4,392,130,0,103,0.0,558,228,0.0,4.0,0,13441,10,20946,30,0.0,0.0,0.05,0.23,0.28,15.26,0.0,0.02,0.02,1.53,182.2,299,110,40.5,366,121,4.0,452,165,22.7,375,128,,,,33,
129,s,0.0,100.0,5.6,105,28,0,0,1,-1,11.8,37,9,126,-1,4.7,20,8,26,516,3.8,81,9,0.7,22.5,5,5834985,4127,6430458,202333,0.0,3.8,8.96,3.1,12.06,25.51,0.41,0.14,0.55,1.18,567.0,75,8,456.0,70,3,644.0,38,16,166.0,44,10,,,1.0,33,
131,d,50.0,0.0,4.4,521,99,0,0,-1,1,0.2,347,130,40,0,3.1,126,31,1,99,0.0,580,242,0.0,9.1,1,88719,22,94374,651,0.0,0.0,0.38,0.53,0.91,12.91,0.04,0.06,0.1,1.52,192.0,295,108,95.1,283,80,48.0,322,106,33.6,320,104,,,,33,
88,a,,,4.5,389,66,0,0,0,0,2.8,120,43,104,0,3.2,118,26,7,462,3.5,90,22,0.8,23.1,1,720752,11089,497736,7666,3.0,3.5,2.43,1.33,3.76,50.74,0.07,0.04,0.11,1.54,893.0,8,1,143.7,235,63,297.0,103,6,133.5,73,9,,,,33,
89,a,100.0,100.0,5.0,216,137,0,0,0,0,1.3,179,60,116,2,3.5,93,45,10,533,2.0,190,85,0.4,23.2,0,499865,1860,379405,4599,1.5,2.0,2.67,5.94,8.61,41.24,0.1,0.21,0.31,1.49,658.2,49,13,875.6,9,8,319.0,95,63,185.2,24,19,1.0,3.0,,33,
90,i,0.0,0.0,4.8,292,190,0,0,-2,2,0.0,751,313,0,0,0.0,767,327,0,0,0.0,713,293,0.0,0.0,0,450,5,1136,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766,326,0.0,761,325,0.0,750,322,0.0,766,326,,,,33,
628,i,0.0,0.0,4.4,520,98,0,0,-1,1,0.1,479,166,19,0,3.2,116,24,0,59,0.0,579,241,0.0,4.3,0,74027,24,72242,46,0.0,0.0,0.44,0.31,0.75,9.44,0.1,0.07,0.17,2.21,116.4,355,127,83.7,299,89,40.0,339,112,24.0,370,123,,,,33,
629,a,100.0,100.0,5.5,114,71,0,0,0,0,0.0,557,208,35,2,2.2,262,113,2,144,2.5,154,64,0.5,6.4,0,18999,270,17186,98,2.5,2.5,1.86,1.4,3.26,10.64,0.25,0.19,0.44,1.43,138.4,345,156,209.3,180,123,160.0,188,116,50.7,269,138,1.0,,,33,
663,u,0.0,0.0,4.0,665,181,0,0,0,0,0.0,613,210,0,0,0.0,606,207,0,0,0.0,473,167,0.0,0.0,0,5264,0,5208,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,208,0.0,584,206,0.0,544,194,0.0,600,208,,,,33,
668,a,,,3.9,769,82,0,0,-1,1,1.0,215,28,0,0,0.0,590,57,0,0,0.0,443,40,0.0,0.0,0,183005,107,91070,1466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582,58,0.0,559,39,0.0,516,20,0.0,582,58,,,,33,
714,a,100.0,100.0,5.5,121,75,0,0,0,0,0.0,656,267,15,1,1.4,405,195,0,76,1.5,245,115,0.3,2.7,0,2353,76,1461,49,1.5,1.5,0.45,0.75,1.2,7.96,0.1,0.16,0.26,1.68,67.2,406,188,97.2,279,170,18.0,395,210,18.3,389,191,,,,33,
791,a,,,4.0,703,211,0,0,0,0,0.0,778,261,0,0,0.0,635,228,0,0,0.0,506,192,0.0,0.0,0,149,17,49,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628,228,0.0,613,227,0.0,576,218,0.0,628,228,,,,33,
111,a,,,4.3,592,343,0,0,-2,2,2.3,133,45,33,2,1.3,410,196,0,195,1.8,205,92,0.4,7.7,0,574376,2478,642827,2883,1.3,1.8,0.62,0.44,1.06,21.18,0.05,0.04,0.09,1.86,186.4,297,135,143.1,237,150,85.0,269,150,41.4,295,150,,,,33,
112,u,0.0,0.0,4.5,361,52,0,0,0,0,0.0,710,242,0,0,0.0,685,255,0,0,0.0,603,244,0.0,0.0,0,0,0,4138,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679,256,0.0,672,255,0.0,651,252,0.0,679,256,,,,33,
314,i,0.0,0.0,4.5,384,237,0,0,-5,5,0.4,292,88,35,0,1.8,323,144,1,127,0.0,616,218,0.0,7.8,0,186909,9,291790,346,0.0,0.0,2.49,0.54,3.03,11.46,0.51,0.11,0.62,2.33,142.2,339,153,71.5,317,186,154.0,195,119,36.3,308,157,4.0,,,33,
781,a,,,4.5,466,76,0,0,0,0,0.0,612,78,1,0,1.0,487,51,0,5,0.0,679,54,0.0,0.2,0,4662,163,2303,136,0.0,0.0,0.06,0.0,0.06,0.0,5.4,0.0,5.4,0.0,3.0,526,56,0.0,739,66,17.0,399,51,2.0,504,55,,,,33,
782,a,,,4.0,696,204,0,0,0,0,0.0,750,256,0,0,0.0,629,222,0,0,0.0,500,186,0.0,0.0,0,248,27,117,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622,222,0.0,607,221,0.0,570,212,0.0,622,222,,,,33,
787,a,,,4.0,716,222,0,0,0,0,0.0,772,259,0,0,0.0,644,235,0,0,0.0,518,202,0.0,0.0,0,131,10,60,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637,235,0.0,622,234,0.0,586,226,0.0,637,235,,,,33,
11,a,100.0,100.0,5.9,82,23,0,0,-1,1,0.6,250,42,38,3,1.5,384,40,1,130,0.5,361,36,0.1,6.4,0,317761,873,311449,2772,0.0,0.0,4.61,0.81,5.42,11.55,0.48,0.08,0.56,1.2,117.2,353,33,142.6,239,25,387.0,75,24,64.3,224,28,,,,33,
229,u,0.0,0.0,4.9,244,52,0,0,-1,1,0.2,346,54,0,0,0.0,769,77,0,0,0.0,722,66,0.0,0.0,0,20402,0,164534,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768,76,0.0,766,75,0.0,756,76,0.0,768,76,,,,33,
304,a,100.0,100.0,4.0,661,51,0,0,0,0,0.4,286,43,10,0,1.7,337,37,0,44,0.0,469,51,0.0,2.5,0,91337,106,55180,1200,-0.5,-1.5,0.0,0.0,0.0,9.79,0.0,0.0,0.0,1.63,140.8,342,31,0.0,580,50,0.0,540,32,14.1,408,32,,,,33,
614,u,0.0,0.0,4.5,416,257,0,0,0,0,0.0,756,317,0,0,0.0,715,285,0,0,0.0,638,236,0.0,0.0,0,777,0,1080,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709,282,0.0,704,282,0.0,685,274,0.0,709,282,,,,33,
337,a,100.0,100.0,4.6,354,49,0,0,-4,4,0.2,365,139,41,8,2.6,193,57,3,200,2.2,165,47,0.5,8.9,0,46091,747,77897,197,3.2,3.7,0.39,2.03,2.42,4.6,0.05,0.28,0.33,0.63,168.6,312,116,189.4,199,45,56.0,307,96,41.6,294,91,3.0,,,33,
339,a,,,6.6,39,2,0,0,6,-6,26.6,10,3,133,7,4.0,52,5,8,584,6.2,21,3,0.9,20.2,0,3515645,89740,2380621,14302,7.2,7.7,1.92,0.84,2.76,28.48,0.06,0.03,0.09,0.86,802.4,18,5,186.0,202,48,271.0,111,9,125.8,84,12,,3.0,,33,
636,a,100.0,100.0,6.8,34,16,0,0,-2,2,0.2,394,130,4,0,1.0,518,243,0,8,0.2,411,191,0.0,0.6,0,52789,138,53745,190,1.2,1.7,0.25,0.09,0.34,0.89,0.68,0.25,0.93,2.43,3.4,520,239,2.4,479,237,34.0,352,191,3.9,480,227,,,,33,
