id,status,now_cost,selected_by_percent,form,event_points,cost_change_event,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,total_points,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index
48,a,5.5,2.3,2.0,2,0,3835,10123,0.4,0.4,1.0,2.0,2,0,6,3835,10123,0,0.3,0.01,0.31,1.28,1.6,2.6,15.0,1.9
49,i,4.5,0.1,0.0,0,0,41,1178,0.0,0.0,0.0,0.0,0,0,0,41,1178,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,a,4.0,0.4,1.0,1,0,3936,1320,0.2,0.2,0.0,1.0,1,0,6,3936,1320,0,0.0,0.0,0.0,1.04,4.2,0.3,0.0,0.5
51,d,4.5,0.1,0.0,0,0,23,645,0.0,0.0,0.6,1.1,0,0,0,23,645,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,a,4.5,1.4,2.0,2,0,3200,4203,0.4,0.4,0.9,1.9,2,0,17,3200,4203,0,0.0,0.01,0.01,2.46,29.2,1.9,0.0,3.1
53,a,5.5,0.3,4.0,4,0,1715,1337,0.7,0.7,1.0,2.0,4,0,18,1715,1337,0,0.06,0.13,0.19,1.17,18.4,12.3,7.0,3.8
54,a,5.0,8.8,2.0,2,0,20137,15388,0.4,0.4,0.6,1.6,2,0,14,20137,15388,0,0.21,0.08,0.29,2.46,17.8,23.3,16.0,5.7
55,u,4.0,0.0,0.0,0,0,0,9,0.0,0.0,0.0,0.0,0,0,0,0,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,u,4.0,0.2,0.0,0,0,0,4613,0.0,0.0,0.0,0.0,0,0,0,0,4613,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,a,5.5,0.8,7.0,7,0,13054,3216,1.3,1.3,1.0,2.0,7,2,33,13054,3216,0,0.18,0.24,0.42,2.46,32.4,42.5,4.0,7.9
58,a,9.0,34.3,2.0,2,0,17508,156802,0.2,0.2,1.7,2.7,2,0,3,17508,156802,0,0.0,0.0,0.0,1.28,0.0,0.2,4.0,0.3
233,a,5.0,2.0,10.0,10,0,67502,7529,2.0,2.0,0.6,1.6,10,3,38,67502,7529,0,0.55,0.01,0.56,2.46,48.2,4.3,33.0,8.6
569,a,5.5,0.1,0.0,0,0,156,679,0.0,0.0,1.0,2.0,0,0,1,156,679,0,0.07,0.01,0.08,1.06,0.0,1.5,4.0,0.5
598,a,4.0,0.1,0.0,0,0,802,392,0.0,0.0,0.0,1.0,0,0,0,802,392,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,a,4.5,0.3,0.0,0,0,692,1791,0.0,0.0,1.4,1.9,0,0,0,692,1791,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,i,5.0,0.0,0.0,0,0,32,119,0.0,0.0,0.0,0.0,0,0,0,32,119,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,a,4.5,0.5,0.0,0,0,1882,2224,0.0,0.0,0.5,1.0,0,0,0,1882,2224,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,i,5.0,0.0,0.0,0,0,12,190,0.0,0.0,0.0,0.0,0,0,0,12,190,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,a,5.0,0.2,1.0,1,0,180,1189,0.2,0.2,1.1,1.6,1,0,5,180,1189,0,0.0,0.01,0.01,0.28,3.6,1.1,2.0,0.7
64,a,5.0,0.1,1.0,1,0,190,426,0.2,0.2,1.1,1.6,1,0,12,190,426,0,0.0,0.21,0.21,1.04,10.8,16.0,0.0,2.7
65,i,5.5,0.0,0.0,0,0,59,678,0.0,0.0,0.0,0.0,0,0,0,59,678,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,a,5.0,0.0,0.0,0,0,21,179,0.0,0.0,1.1,1.6,0,0,0,21,179,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,a,4.5,0.2,0.0,0,0,882,1076,0.0,0.0,0.5,1.0,0,0,0,882,1076,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,a,4.0,0.4,0.0,0,0,975,1357,0.0,0.0,0.5,1.0,0,0,0,975,1357,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,a,4.5,1.8,1.0,1,0,28082,7699,0.2,0.2,0.5,1.0,1,0,4,28082,7699,0,0.0,0.0,0.0,0.28,3.2,10.6,2.0,1.6
70,a,4.5,0.5,1.0,1,0,619,1610,0.2,0.2,1.4,1.9,1,0,5,619,1610,0,0.0,0.01,0.01,1.3,12.0,12.7,2.0,2.7
71,a,5.5,0.4,0.0,0,0,572,3661,0.0,0.0,1.5,2.0,0,0,0,572,3661,0,0.0,0.02,0.02,0.28,1.8,6.7,6.0,1.5
72,a,4.5,0.1,0.0,0,0,41,445,0.0,0.0,1.4,1.9,0,0,0,41,445,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,a,4.5,2.4,4.0,4,0,6832,4447,0.9,0.9,1.7,2.2,4,0,17,6832,4447,0,0.0,0.0,0.0,1.3,47.0,0.0,0.0,4.7
74,a,5.0,0.0,2.0,2,0,152,129,0.4,0.4,1.1,1.6,2,0,8,152,129,0,0.22,0.01,0.23,1.02,8.2,3.0,11.0,2.2
75,u,4.0,0.1,0.0,0,0,0,354,0.0,0.0,0.0,0.0,0,0,0,0,354,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,a,5.0,0.1,1.0,1,0,150,441,0.2,0.2,1.1,1.6,1,0,1,150,441,0,0.0,0.0,0.0,0.26,2.0,0.0,2.0,0.4
77,a,5.0,0.1,2.0,2,0,179,235,0.4,0.4,1.1,1.6,2,0,11,179,235,0,0.0,0.01,0.01,1.02,22.8,12.8,0.0,3.6
78,a,5.5,1.3,8.0,8,0,19748,3726,1.5,1.5,1.5,2.0,8,1,25,19748,3726,0,0.44,0.04,0.48,1.3,39.0,6.7,53.0,9.9
79,a,5.0,1.0,0.0,0,0,794,8012,0.0,0.0,1.9,2.4,0,0,0,794,8012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,a,5.0,0.2,2.0,2,0,540,730,0.4,0.4,1.1,1.6,2,0,7,540,730,0,0.15,0.02,0.17,1.02,7.0,1.8,23.0,3.2
81,a,4.5,0.2,2.0,2,0,305,611,0.4,0.4,1.4,1.9,2,0,8,305,611,0,0.0,0.01,0.01,1.02,7.8,4.5,0.0,1.2
83,a,5.5,0.2,2.0,2,0,307,854,0.4,0.4,1.5,2.0,2,0,14,307,854,0,0.42,0.12,0.54,1.3,10.2,41.4,27.0,7.9
84,a,4.5,0.2,0.0,0,0,88,806,0.0,0.0,1.7,2.2,0,0,0,88,806,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,a,4.5,0.4,2.0,2,0,412,1193,0.4,0.4,1.4,1.9,2,0,9,412,1193,0,0.0,0.02,0.02,1.3,15.6,1.1,0.0,1.7
580,a,4.5,0.1,2.0,2,0,548,347,0.4,0.4,1.4,1.9,2,0,9,548,347,0,0.0,0.01,0.01,1.3,24.8,0.4,0.0,2.5
592,a,4.5,0.2,1.0,1,0,739,976,0.2,0.2,1.4,1.9,1,0,4,739,976,0,0.0,0.01,0.01,0.28,4.2,1.3,0.0,0.6
599,a,4.0,0.2,0.0,0,0,1568,376,0.0,0.0,0.5,1.0,0,0,0,1568,376,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,a,4.5,0.4,2.0,2,0,1457,1360,0.4,0.4,1.4,1.9,2,0,4,1457,1360,0,0.28,0.0,0.28,1.17,7.8,1.3,33.0,4.2
87,a,4.5,0.1,0.0,0,0,394,409,0.0,0.0,0.5,1.0,0,0,0,394,409,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,a,4.5,0.5,6.0,6,0,4974,1335,1.3,1.3,1.4,1.9,6,1,23,4974,1335,0,0.22,0.0,0.22,1.17,39.4,0.5,17.0,5.7
89,a,5.0,0.1,1.0,1,0,211,474,0.2,0.2,1.1,1.6,1,0,3,211,474,0,0.0,0.0,0.0,0.67,1.8,1.3,0.0,0.3
90,i,5.0,0.0,0.0,0,0,17,198,0.0,0.0,0.0,0.0,0,0,0,17,198,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,a,4.5,11.1,4.0,4,0,12587,18903,0.9,0.9,1.7,2.2,4,0,22,12587,18903,0,0.0,0.0,0.0,1.17,46.4,0.0,0.0,4.6
92,d,4.5,0.1,0.0,0,0,38,907,0.0,0.0,0.4,0.5,0,0,0,38,907,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,i,4.5,0.0,0.0,0,0,15,431,0.0,0.0,0.0,0.0,0,0,0,15,431,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,a,5.0,0.2,2.0,2,0,173,748,0.4,0.4,1.1,1.6,2,0,10,173,748,0,0.07,0.03,0.1,0.5,11.2,15.1,5.0,3.1
95,a,5.5,0.2,2.0,2,0,363,814,0.4,0.4,1.5,2.0,2,0,11,363,814,0,0.0,0.03,0.03,0.61,11.2,17.9,0.0,2.9
96,a,4.0,0.3,0.0,0,0,545,973,0.0,0.0,0.5,1.0,0,0,0,545,973,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,a,4.5,0.1,0.0,0,0,257,293,0.0,0.0,0.5,1.0,0,0,0,257,293,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,a,5.0,0.1,1.0,1,0,76,249,0.2,0.2,1.1,1.6,1,0,4,76,249,0,0.0,0.0,0.0,0.67,2.0,0.5,0.0,0.3
99,a,7.0,4.4,9.0,9,0,26770,13187,1.3,1.3,2.0,2.5,9,2,35,26770,13187,0,0.09,0.45,0.54,1.17,40.8,50.2,17.0,10.8
100,a,4.5,0.9,1.0,1,0,869,3996,0.2,0.2,1.4,1.9,1,0,3,869,3996,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
101,a,5.0,0.1,2.0,2,0,389,610,0.4,0.4,1.1,1.6,2,0,15,389,610,0,0.0,0.01,0.01,1.17,17.8,12.3,0.0,3.0
102,a,5.0,0.0,1.0,1,0,103,316,0.2,0.2,1.1,1.6,1,0,2,103,316,0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0
103,a,4.5,0.1,0.0,0,0,196,268,0.0,0.0,0.5,1.0,0,0,0,196,268,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,a,4.5,0.4,0.0,0,0,587,1958,0.0,0.0,1.4,1.9,0,0,3,587,1958,0,0.01,0.0,0.01,1.17,18.8,0.1,17.0,3.6
105,a,4.5,0.1,2.0,2,0,121,326,0.4,0.4,1.4,1.9,2,0,4,121,326,0,0.0,0.0,0.0,1.17,7.6,1.2,0.0,0.9
106,a,5.5,0.1,2.0,2,0,214,413,0.4,0.4,1.5,2.0,2,0,-2,214,413,0,0.13,0.01,0.14,0.5,6.8,0.9,8.0,1.6
107,i,6.0,0.0,0.0,0,0,48,558,0.0,0.0,0.0,0.0,0,0,0,48,558,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,a,7.5,8.1,0.0,0,0,11124,124231,0.0,0.0,1.9,2.4,0,0,0,11124,124231,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,a,4.0,4.2,0.0,0,0,3852,2656,0.0,0.0,0.5,1.0,0,0,0,3852,2656,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,a,6.0,3.3,11.0,11,0,47056,10873,1.8,1.8,1.5,2.0,11,3,47,47056,10873,1,1.0,0.01,1.01,0.61,50.2,14.2,44.0,10.8
111,a,4.5,2.9,0.0,0,0,6514,10643,0.0,0.0,0.5,1.0,0,0,0,6514,10643,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,u,4.5,0.0,0.0,0,0,0,1140,0.0,0.0,0.0,0.0,0,0,0,0,1140,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,a,5.0,1.4,1.0,1,0,3826,7076,0.2,0.2,1.1,1.6,1,0,5,3826,7076,0,0.0,0.0,0.0,0.56,2.2,0.3,0.0,0.3
602,a,4.5,0.0,0.0,0,0,389,208,0.0,0.0,0.5,1.0,0,0,0,389,208,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,a,5.5,0.7,6.0,6,0,12749,2879,1.1,1.1,2.0,2.0,6,0,24,12749,2879,0,0.17,0.05,0.22,0.21,39.6,6.5,26.0,7.2
114,u,4.5,0.0,0.0,0,0,0,99,0.0,0.0,0.0,0.0,0,0,0,0,99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,a,5.0,0.0,0.0,0,0,131,338,0.0,0.0,1.6,1.6,0,0,0,131,338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,a,4.0,23.4,0.0,0,0,18842,49623,0.0,0.0,1.0,1.0,0,0,0,18842,49623,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,a,4.5,0.1,0.0,0,0,325,766,0.0,0.0,1.0,1.0,0,0,0,325,766,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,a,5.0,0.0,0.0,0,0,69,309,0.0,0.0,1.6,1.6,0,0,0,69,309,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,a,4.5,4.6,6.0,6,0,21730,7838,1.3,1.3,1.9,1.9,6,0,23,21730,7838,0,0.07,0.0,0.07,0.45,7.0,0.3,6.0,1.3
121,d,5.5,0.1,0.0,0,0,28,1162,0.0,0.0,0.5,0.5,0,0,0,28,1162,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,d,5.0,0.1,0.0,0,0,390,730,0.0,0.0,1.2,1.2,0,0,0,390,730,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,d,5.5,0.1,0.0,0,0,445,816,0.0,0.0,0.9,0.9,0,0,0,445,816,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,a,5.0,0.2,1.0,1,0,264,894,0.2,0.2,1.6,1.6,1,0,4,264,894,0,0.0,0.0,0.0,0.0,0.4,7.6,0.0,0.8
125,u,6.5,0.1,0.0,0,0,0,2997,0.0,0.0,0.0,0.0,0,0,0,0,2997,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,a,5.0,0.0,3.0,3,0,311,188,0.6,0.6,1.6,1.6,3,0,14,311,188,0,0.0,0.01,0.01,0.45,11.8,6.1,2.0,2.0
127,u,5.0,0.0,0.0,0,0,0,392,0.0,0.0,0.0,0.0,0,0,0,0,392,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,a,4.5,0.1,0.0,0,0,154,762,0.0,0.0,1.9,1.9,0,0,0,154,762,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,a,5.5,18.1,2.0,2,0,35917,64176,0.4,0.4,1.7,1.7,2,0,9,35917,64176,0,0.03,0.02,0.05,0.45,5.0,10.8,7.0,2.3
130,u,4.5,0.0,0.0,0,0,0,22,0.0,0.0,0.0,0.0,0,0,0,0,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,d,4.5,0.2,0.0,0,0,53,2854,0.0,0.0,1.0,1.0,0,0,0,53,2854,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,i,6.5,0.0,0.0,0,0,25,78,0.0,0.0,0.0,0.0,0,0,0,25,78,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,a,4.5,0.0,0.0,0,0,153,217,0.0,0.0,1.0,1.0,0,0,0,153,217,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,a,5.0,0.1,2.0,2,0,513,421,0.4,0.4,1.6,1.6,2,0,10,513,421,0,0.0,0.11,0.11,0.45,22.4,43.8,4.0,7.0
135,d,5.5,1.3,4.0,4,0,4866,5325,0.7,0.7,1.5,2.0,4,0,18,4866,5325,0,0.0,0.65,0.65,0.25,25.0,31.4,8.0,6.4
136,a,6.5,3.2,8.0,8,0,77044,9683,1.2,1.2,2.3,2.3,8,0,27,77044,9683,0,0.97,0.04,1.01,0.45,48.2,4.1,80.0,13.2
137,a,4.5,0.4,0.0,0,0,501,1562,0.0,0.0,1.0,1.0,0,0,0,501,1562,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,a,4.5,0.6,0.0,0,0,4790,3181,0.0,0.0,1.0,1.0,0,0,0,4790,3181,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,a,4.0,0.2,0.0,0,0,293,637,0.0,0.0,1.0,1.0,0,0,0,293,637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,a,4.5,0.1,0.0,0,0,175,250,0.0,0.0,1.0,1.0,0,0,0,175,250,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,a,5.0,0.0,1.0,1,0,66,193,0.2,0.2,1.6,1.6,1,0,3,66,193,0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.1
142,a,4.5,1.0,7.0,7,0,22360,3329,1.6,1.6,2.2,2.2,7,1,31,22360,3329,0,0.0,0.0,0.0,0.45,18.6,0.0,0.0,1.9
143,u,5.5,0.0,0.0,0,0,0,562,0.0,0.0,0.0,0.0,0,0,0,0,562,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,a,4.5,0.3,6.0,6,0,2324,717,1.3,1.3,1.9,1.9,6,0,28,2324,717,0,0.0,0.0,0.0,0.45,18.8,0.5,0.0,1.9
145,a,4.5,1.1,8.0,8,0,45074,3515,1.8,1.8,1.9,1.9,8,2,34,45074,3515,1,0.0,0.0,0.0,0.45,20.6,1.3,0.0,2.2
146,d,4.5,0.5,0.0,0,0,128,4064,0.0,0.0,0.6,0.6,0,0,0,128,4064,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,a,4.5,0.1,1.0,1,0,171,436,0.2,0.2,1.9,1.9,1,0,9,171,436,0,0.0,0.02,0.02,0.0,5.6,0.7,2.0,0.8
148,a,5.5,2.4,12.0,12,0,103809,10417,2.2,2.2,1.7,1.7,12,3,41,103809,10417,1,0.2,0.04,0.24,0.45,61.4,24.8,25.0,11.1
149,a,5.0,0.1,6.0,6,0,3895,737,1.2,1.2,1.6,1.6,6,0,20,3895,737,0,0.0,0.02,0.02,0.45,31.0,16.3,0.0,4.7
595,a,5.5,0.0,0.0,0,0,145,263,0.0,0.0,2.0,2.0,0,0,0,145,263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,a,5.0,0.0,1.0,1,0,159,86,0.2,0.2,1.6,1.6,1,0,0,159,86,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
601,a,5.0,0.0,0.0,0,0,23,36,0.0,0.0,1.6,1.6,0,0,0,23,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,a,4.0,0.0,0.0,0,0,805,143,0.0,0.0,1.0,1.0,0,0,0,805,143,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,u,4.5,0.0,0.0,0,0,0,152,0.0,0.0,0.0,0.0,0,0,0,0,152,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,a,4.5,0.4,0.0,0,0,734,1684,0.0,0.0,1.0,0.0,0,0,0,734,1684,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,a,4.5,0.3,0.0,0,0,863,2118,0.0,0.0,2.2,1.2,0,0,0,863,2118,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,a,4.5,0.1,0.0,0,0,591,1098,0.0,0.0,1.9,0.9,0,0,0,591,1098,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,a,4.0,0.2,0.0,0,0,756,455,0.0,0.0,1.0,0.0,0,0,0,756,455,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,a,4.0,0.4,0.0,0,0,587,576,0.0,0.0,1.0,0.0,0,0,0,587,576,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,a,5.5,0.1,0.0,0,0,532,941,0.0,0.0,1.7,0.7,0,0,0,532,941,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,a,5.0,0.7,1.0,1,0,3231,4087,0.2,0.2,1.6,0.6,1,0,12,3231,4087,0,0.03,0.06,0.09,0.77,11.6,28.3,2.0,4.2
158,a,4.5,0.1,0.0,0,0,728,829,0.0,0.0,1.0,0.0,0,0,0,728,829,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,a,4.5,0.2,0.0,0,0,503,1346,0.0,0.0,1.9,0.9,0,0,0,503,1346,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,a,5.0,0.9,0.0,0,0,2379,7615,0.0,0.0,2.4,1.4,0,0,0,2379,7615,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,a,5.0,0.1,0.0,0,0,178,499,0.0,0.0,1.6,0.6,0,0,0,178,499,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,a,4.5,0.8,1.0,1,0,7184,2830,0.2,0.2,1.9,0.9,1,0,8,7184,2830,0,0.0,0.01,0.01,0.77,20.4,0.8,0.0,2.1
163,a,5.0,6.5,2.0,2,0,25215,21890,0.4,0.4,2.4,1.4,2,0,16,25215,21890,0,0.0,0.02,0.02,0.69,18.0,4.0,2.0,2.4
164,a,5.5,0.1,0.0,0,0,739,1375,0.0,0.0,1.7,0.7,0,0,0,739,1375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,a,5.0,0.1,0.0,0,0,669,808,0.0,0.0,1.4,0.4,0,0,0,669,808,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,a,6.0,0.3,1.0,1,0,629,2241,0.2,0.2,2.2,1.2,1,0,4,629,2241,0,0.0,0.01,0.01,0.11,2.0,1.6,0.0,0.4
167,a,4.5,0.5,0.0,0,0,920,3614,0.0,0.0,1.9,0.9,0,0,0,920,3614,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,a,5.0,1.6,2.0,2,0,13257,8249,0.4,0.4,1.6,0.6,2,0,16,13257,8249,0,0.22,0.08,0.3,0.77,9.6,10.0,26.0,4.6
169,a,6.0,0.8,0.0,0,0,1209,10241,0.0,0.0,2.2,1.2,0,0,0,1209,10241,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,u,4.0,0.1,0.0,0,0,0,1221,0.0,0.0,0.0,0.0,0,0,0,0,1221,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,a,5.0,3.2,1.0,1,0,13091,8598,0.2,0.2,2.4,1.4,1,0,0,13091,8598,0,0.0,0.07,0.07,0.77,7.0,2.8,6.0,1.6
172,s,5.0,0.1,0.0,0,0,152,1035,0.0,0.0,0.0,0.0,0,0,0,152,1035,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,a,4.5,0.0,0.0,0,0,163,239,0.0,0.0,1.0,0.0,0,0,0,163,239,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,a,4.5,1.2,2.0,2,0,22919,4572,0.4,0.4,1.0,0.0,2,0,18,22919,4572,0,0.0,0.18,0.18,0.66,15.2,13.5,0.0,2.9
175,a,6.5,0.7,0.0,0,0,2868,10066,0.0,0.0,2.1,1.1,0,0,0,2868,10066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,u,4.5,0.0,0.0,0,0,0,131,0.0,0.0,0.0,0.0,0,0,0,0,131,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,a,6.5,0.4,0.0,0,0,1096,4372,0.0,0.0,2.3,1.3,0,0,0,1096,4372,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,a,5.0,0.8,1.0,1,0,5644,4944,0.2,0.2,1.4,0.4,1,0,2,5644,4944,0,0.0,0.0,0.0,0.11,0.0,0.3,0.0,0.0
179,a,6.5,0.4,0.0,0,0,898,3058,0.0,0.0,2.3,1.3,0,0,0,898,3058,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,a,7.5,2.0,2.0,2,0,15653,10267,0.3,0.3,2.4,1.4,2,0,3,15653,10267,0,0.47,0.06,0.53,0.66,4.6,23.6,23.0,5.1
181,a,6.5,16.1,1.0,1,0,33129,48652,0.2,0.2,2.3,1.3,1,0,6,33129,48652,0,0.15,0.06,0.21,0.66,7.8,13.5,13.0,3.4
182,a,10.5,36.1,2.0,2,0,28397,96943,0.2,0.2,3.4,2.4,2,0,18,28397,96943,0,0.07,0.19,0.26,0.77,20.4,37.8,10.0,6.8
183,a,4.5,0.8,0.0,0,0,631,5565,0.0,0.0,2.2,1.2,0,0,0,631,5565,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,a,4.5,0.1,1.0,1,0,942,464,0.2,0.2,1.0,0.0,1,0,2,942,464,0,0.0,0.0,0.0,0.08,0.0,0.5,0.0,0.0
185,a,4.5,2.8,2.0,2,0,21566,6014,0.4,0.4,2.2,1.2,2,0,7,21566,6014,0,0.0,0.0,0.0,0.77,23.4,0.0,0.0,2.3
186,a,7.0,1.8,0.0,0,0,1912,14082,0.0,0.0,2.5,1.5,0,0,0,1912,14082,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,a,4.5,0.3,0.0,0,0,186,1718,0.0,0.0,1.9,0.9,0,0,0,186,1718,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,a,4.5,0.3,1.0,1,0,3935,1433,0.2,0.2,1.9,0.9,1,0,3,3935,1433,0,0.04,0.01,0.05,0.77,11.6,1.3,6.0,1.9
560,a,6.5,1.2,1.0,1,0,4530,7700,0.2,0.2,2.3,1.3,1,0,6,4530,7700,0,0.04,0.16,0.2,0.11,7.4,26.7,9.0,4.3
575,u,4.0,0.1,0.0,0,0,0,790,0.0,0.0,0.0,0.0,0,0,0,0,790,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,a,4.5,0.4,0.0,0,0,563,1744,0.0,0.0,2.2,1.2,0,0,0,563,1744,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,a,4.5,0.4,0.0,0,0,1502,1764,0.0,0.0,1.0,1.0,0,0,0,1502,1764,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,a,4.5,18.9,0.0,0,0,13330,71553,0.0,0.0,1.9,1.9,0,0,3,13330,71553,0,0.04,0.02,0.06,1.59,18.4,2.9,7.0,2.8
192,a,5.5,0.4,0.0,0,0,1095,3858,0.0,0.0,2.0,2.0,0,0,-5,1095,3858,0,0.46,0.01,0.47,0.95,0.2,12.8,7.0,2.0
193,a,5.0,0.1,1.0,1,0,338,631,0.2,0.2,1.6,1.6,1,0,4,338,631,0,0.0,0.0,0.0,0.0,0.4,2.8,0.0,0.3
194,a,4.5,0.2,0.0,0,0,351,863,0.0,0.0,1.9,1.9,0,0,1,351,863,0,0.0,0.01,0.01,1.59,16.4,1.8,0.0,1.8
195,a,4.5,0.2,0.0,0,0,428,1176,0.0,0.0,1.9,1.9,0,0,0,428,1176,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,a,4.5,0.1,0.0,0,0,177,694,0.0,0.0,1.9,1.9,0,0,0,177,694,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
