id,status,now_cost,selected_by_percent,form,event_points,cost_change_event,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,total_points,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index
197,u,4.5,0.0,0.0,0,0,0,115,0.0,0.0,0.0,0.0,0,0,0,0,115,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,a,5.5,0.8,1.0,1,0,2791,5251,0.2,0.2,1.7,1.7,1,0,1,2791,5251,0,0.05,0.02,0.07,1.09,0.0,10.7,5.0,1.5
199,a,7.0,33.1,2.0,2,0,40334,86010,0.3,0.3,2.5,2.5,2,0,14,40334,86010,0,0.41,0.05,0.46,1.59,12.4,6.8,65.0,8.4
200,a,4.5,7.2,0.0,0,0,9906,23587,0.0,0.0,1.9,1.9,0,0,9,9906,23587,0,0.0,0.02,0.02,1.59,21.0,2.6,0.0,2.4
201,a,4.5,17.5,2.0,2,0,21160,18373,0.4,0.4,2.2,2.2,2,0,5,21160,18373,0,0.0,0.0,0.0,1.59,26.4,0.0,0.0,2.6
202,a,4.5,0.1,0.0,0,0,140,608,0.0,0.0,1.9,1.9,0,0,0,140,608,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,a,5.0,0.0,2.0,2,0,191,220,0.4,0.4,1.6,1.6,2,0,10,191,220,0,0.0,0.05,0.05,1.59,14.2,14.0,4.0,3.2
204,a,4.5,0.5,0.0,0,0,314,2723,0.0,0.0,2.2,2.2,0,0,0,314,2723,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,a,5.5,0.6,1.0,1,0,1246,2438,0.2,0.2,2.0,2.0,1,0,2,1246,2438,0,0.0,0.06,0.06,0.64,7.8,25.0,4.0,3.7
206,a,5.0,0.1,1.0,1,0,111,372,0.2,0.2,1.6,1.6,1,0,7,111,372,0,0.0,0.32,0.32,0.95,3.4,14.4,0.0,1.8
579,a,4.5,0.2,0.0,0,0,116,1211,0.0,0.0,2.4,1.9,0,0,0,116,1211,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,a,7.5,6.0,1.0,1,0,15919,36089,0.1,0.1,2.4,2.4,1,0,1,15919,36089,0,0.0,0.01,0.01,0.5,0.0,3.1,4.0,0.7
208,i,4.5,0.1,0.0,0,0,52,1479,0.0,0.0,0.0,0.0,0,0,0,52,1479,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,a,4.0,1.0,0.0,0,0,1190,914,0.0,0.0,1.0,1.0,0,0,0,1190,914,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,a,5.0,2.5,1.0,1,0,2642,8212,0.2,0.2,2.4,2.4,1,0,6,2642,8212,0,0.12,0.03,0.15,1.59,13.8,27.0,6.0,4.7
211,a,5.0,4.4,4.0,4,0,9735,7640,0.8,0.8,2.4,2.4,4,0,11,9735,7640,0,0.0,0.02,0.02,1.59,12.2,13.4,6.0,3.2
212,u,4.5,0.0,0.0,0,0,0,64,0.0,0.0,0.0,0.0,0,0,0,0,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,a,4.5,0.2,0.0,0,0,710,1237,0.0,0.0,1.0,1.0,0,0,0,710,1237,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,a,5.0,0.1,0.0,0,0,155,739,0.0,0.0,1.6,1.6,0,0,0,155,739,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,a,4.5,0.1,0.0,0,0,152,735,0.0,0.0,1.9,1.9,0,0,0,152,735,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,a,5.0,0.5,2.0,2,0,1492,1793,0.4,0.4,1.6,1.6,2,0,18,1492,1793,0,0.09,0.02,0.11,0.64,14.2,1.8,18.0,3.4
585,a,6.0,0.3,1.0,1,0,972,2492,0.2,0.2,2.2,2.2,1,0,3,972,2492,0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.1
217,a,5.5,0.5,2.0,2,0,919,3228,0.4,0.4,2.0,2.0,2,0,2,919,3228,0,0.14,0.01,0.15,1.13,2.4,3.2,5.0,1.1
218,a,5.0,0.5,1.0,1,0,3534,3321,0.2,0.2,1.4,1.4,1,0,2,3534,3321,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0
219,i,5.0,2.0,0.0,0,0,223,44205,0.0,0.0,0.0,0.0,0,0,0,223,44205,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,a,6.0,1.9,2.0,2,0,4257,14398,0.3,0.3,2.0,2.0,2,0,5,4257,14398,0,0.0,0.01,0.01,1.36,0.0,1.8,6.0,0.8
221,i,4.5,0.0,0.0,0,0,20,902,0.0,0.0,0.0,0.0,0,0,0,20,902,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,a,5.0,0.1,2.0,2,0,157,420,0.4,0.4,1.6,1.6,2,0,6,157,420,0,0.02,0.01,0.03,1.43,2.4,2.8,3.0,0.8
223,i,5.0,0.0,0.0,0,0,6,440,0.0,0.0,0.0,0.0,0,0,0,6,440,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,a,5.5,0.2,2.0,2,0,494,938,0.4,0.4,2.0,2.0,2,0,9,494,938,0,0.14,0.26,0.4,1.36,9.8,16.3,32.0,5.8
225,a,4.0,0.6,1.0,1,0,2758,1528,0.2,0.2,1.0,1.0,1,0,-1,2758,1528,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0
226,a,4.5,0.3,2.0,2,0,6591,1570,0.4,0.4,1.0,1.0,2,0,6,6591,1570,0,0.14,0.01,0.15,1.43,18.8,2.5,10.0,3.1
227,a,4.0,0.7,0.0,0,0,673,846,0.0,0.0,1.0,1.0,0,0,0,673,846,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,a,4.0,2.3,1.0,1,0,9001,5073,0.2,0.2,1.0,1.0,1,0,0,9001,5073,0,0.01,0.01,0.02,1.43,12.2,0.4,4.0,1.7
229,a,5.0,1.7,0.0,0,0,4781,11217,0.0,0.0,1.4,1.4,0,0,0,4781,11217,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,a,5.5,0.8,2.0,2,0,367,4552,0.4,0.4,2.0,2.0,2,0,8,367,4552,0,0.0,0.16,0.16,1.43,9.2,19.7,0.0,2.9
231,a,4.5,8.9,1.0,1,0,3306,46397,0.2,0.2,1.9,1.9,1,0,-5,3306,46397,0,0.0,0.0,0.0,1.43,4.8,1.2,2.0,0.8
232,a,5.5,0.2,1.0,1,0,363,1198,0.2,0.2,1.7,1.7,1,0,3,363,1198,0,0.0,0.0,0.0,0.3,5.0,0.2,2.0,0.7
234,i,4.5,0.0,0.0,0,0,18,377,0.0,0.0,0.0,0.0,0,0,0,18,377,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,a,5.0,15.4,1.0,1,0,6217,90588,0.2,0.2,3.1,3.1,1,0,2,6217,90588,0,0.0,0.02,0.02,1.43,23.8,0.0,0.0,2.4
236,a,5.0,2.1,0.0,0,0,1337,14836,0.0,0.0,2.4,2.4,0,0,-4,1337,14836,0,0.01,0.01,0.02,1.43,17.4,10.8,4.0,3.2
237,i,5.0,0.0,0.0,0,0,29,192,0.0,0.0,0.0,0.0,0,0,0,29,192,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,s,4.5,0.2,-2.0,-2,0,134,3411,-0.4,-0.4,0.0,1.9,-2,0,-10,134,3411,0,0.0,0.17,0.17,1.23,9.8,15.2,0.0,2.5
577,a,5.5,0.1,0.0,0,0,131,1357,0.0,0.0,2.0,2.0,0,0,0,131,1357,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,a,5.0,0.3,0.0,0,0,452,2532,0.0,0.0,2.4,2.4,0,0,0,452,2532,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,a,4.5,0.1,0.0,0,0,1413,719,0.0,0.0,1.0,1.0,0,0,0,1413,719,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,a,4.5,0.0,0.0,0,0,114,14,0.0,0.0,1.0,1.0,0,0,0,114,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,a,5.5,16.3,3.0,3,0,44191,26060,0.5,0.5,2.5,2.0,3,0,11,44191,26060,0,0.0,0.0,0.0,1.5,4.0,3.8,0.0,0.8
239,a,5.0,0.5,3.0,3,0,14280,3006,0.6,0.6,2.1,1.6,3,0,5,14280,3006,0,0.1,0.02,0.12,1.57,1.0,3.8,14.0,1.9
240,a,5.5,3.9,1.0,1,0,8255,15234,0.2,0.2,2.5,2.0,1,0,15,8255,15234,0,0.0,0.16,0.16,1.77,11.0,83.0,2.0,9.6
241,a,4.5,0.4,1.0,1,0,2566,1545,0.2,0.2,2.4,1.9,1,0,5,2566,1545,0,0.1,0.03,0.13,2.43,9.2,0.8,8.0,1.8
242,a,4.0,0.5,0.0,0,0,1445,922,0.0,0.0,1.5,1.0,0,0,0,1445,922,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,a,5.0,0.0,0.0,0,0,103,325,0.0,0.0,2.1,1.6,0,0,2,103,325,0,0.0,0.05,0.05,0.94,3.8,11.7,4.0,2.0
244,a,4.5,2.7,0.0,0,0,879,21853,0.0,0.0,2.4,1.9,0,0,0,879,21853,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,a,4.5,0.3,2.0,2,0,1917,687,0.4,0.4,2.4,1.9,2,0,13,1917,687,0,0.0,0.0,0.0,2.43,25.4,0.2,0.0,2.6
246,u,4.5,0.0,0.0,0,0,0,193,0.0,0.0,0.0,0.0,0,0,0,0,193,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,a,5.5,0.6,2.0,2,0,4944,2925,0.4,0.4,2.5,2.0,2,0,5,4944,2925,0,0.04,0.15,0.19,2.43,11.0,10.9,13.0,3.5
248,a,5.0,2.8,3.0,3,0,15433,6353,0.6,0.6,3.6,3.1,3,0,12,15433,6353,0,0.0,0.0,0.0,2.43,33.0,0.0,0.0,3.3
249,a,5.0,0.1,2.0,2,0,298,258,0.4,0.4,2.1,1.6,2,0,16,298,258,0,0.0,0.01,0.01,1.77,11.6,2.9,0.0,1.5
250,a,4.0,0.5,0.0,0,0,1623,2030,0.0,0.0,1.5,1.0,0,0,0,1623,2030,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,a,6.0,7.0,2.0,2,0,36358,18849,0.3,0.3,2.5,2.0,2,0,10,36358,18849,0,0.11,0.0,0.11,1.57,9.4,20.4,28.0,5.8
252,a,5.5,0.5,1.0,1,0,2111,4444,0.2,0.2,2.2,1.7,1,0,3,2111,4444,0,0.0,0.0,0.0,0.87,0.2,0.3,0.0,0.1
253,u,4.5,0.0,0.0,0,0,0,318,0.0,0.0,0.0,0.0,0,0,0,0,318,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,a,5.0,0.0,1.0,1,0,100,267,0.2,0.2,2.1,1.6,1,0,4,100,267,0,0.0,0.0,0.0,0.67,2.2,0.0,0.0,0.2
255,a,4.5,9.1,2.0,2,0,39873,10510,0.4,0.4,2.4,1.9,2,0,15,39873,10510,0,0.0,0.01,0.01,2.43,29.2,1.5,2.0,3.3
256,a,5.0,0.1,1.0,1,0,1197,702,0.2,0.2,1.9,1.4,1,0,2,1197,702,0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0
257,a,4.5,0.3,2.0,2,0,4929,871,0.4,0.4,2.4,1.9,2,0,7,4929,871,0,0.09,0.0,0.09,2.43,10.0,1.2,14.0,2.5
258,a,5.0,0.6,0.0,0,0,2646,5253,0.0,0.0,1.9,1.4,0,0,0,2646,5253,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,a,5.5,0.2,1.0,1,0,323,1152,0.2,0.2,2.5,2.0,1,0,4,323,1152,0,0.0,0.01,0.01,0.87,0.2,3.9,4.0,0.8
586,a,4.5,0.1,0.0,0,0,42,375,0.0,0.0,2.4,1.9,0,0,0,42,375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,a,4.5,0.1,0.0,0,0,630,387,0.0,0.0,1.5,1.0,0,0,0,630,387,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,a,4.5,0.0,0.0,0,0,225,146,0.0,0.0,1.5,1.0,0,0,0,225,146,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,a,5.0,0.4,1.0,1,0,2731,2598,0.2,0.2,-0.1,0.4,1,0,2,2731,2598,0,0.0,0.0,0.0,0.58,2.0,0.0,2.0,0.4
261,u,4.0,0.0,0.0,0,0,0,522,0.0,0.0,0.0,0.0,0,0,0,0,522,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,i,5.0,0.0,0.0,0,0,15,164,0.0,0.0,0.0,0.0,0,0,0,15,164,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,a,4.0,0.4,0.0,0,0,579,1501,0.0,0.0,-0.5,0.0,0,0,0,579,1501,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,d,5.0,0.1,0.0,0,0,168,1078,0.0,0.0,0.0,0.6,0,0,-2,168,1078,0,0.0,0.0,0.0,0.46,0.0,1.8,2.0,0.0
265,a,5.5,0.3,2.0,2,0,477,1298,0.4,0.4,0.5,1.0,2,0,12,477,1298,0,0.0,0.01,0.01,1.45,4.2,2.5,2.0,0.9
266,i,4.0,0.0,0.0,0,0,58,287,0.0,0.0,0.0,0.0,0,0,0,58,287,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,a,4.5,1.7,1.0,1,0,2263,4897,0.2,0.2,0.4,0.9,1,0,-1,2263,4897,0,0.0,0.02,0.02,2.65,14.8,6.1,0.0,2.1
268,a,5.5,0.4,2.0,2,0,2499,2429,0.4,0.4,0.2,0.7,2,0,8,2499,2429,0,0.0,0.0,0.0,2.07,6.4,20.7,8.0,3.5
269,a,4.0,0.2,0.0,0,0,246,826,0.0,0.0,-0.5,0.0,0,0,0,246,826,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,a,4.0,0.7,1.0,1,0,10865,2116,0.2,0.2,-0.5,0.0,1,0,12,10865,2116,0,0.1,0.0,0.1,2.65,26.2,0.8,22.0,4.9
271,a,5.0,0.0,1.0,1,0,58,197,0.2,0.2,0.1,0.6,1,0,1,58,197,0,0.0,0.03,0.03,1.21,5.4,1.6,4.0,1.1
272,i,5.5,0.0,0.0,0,0,35,353,0.0,0.0,0.0,0.0,0,0,0,35,353,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,a,4.5,0.1,0.0,0,0,420,343,0.0,0.0,-0.5,0.0,0,0,0,420,343,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,a,5.5,0.6,1.0,1,0,1862,2976,0.2,0.2,0.5,1.0,1,0,11,1862,2976,0,0.27,0.02,0.29,2.65,7.2,1.8,18.0,2.7
275,a,4.0,3.7,0.0,0,0,2584,6963,0.0,0.0,-0.5,0.0,0,0,-5,2584,6963,0,0.0,0.0,0.0,2.19,11.0,0.0,0.0,1.1
276,a,4.5,2.1,0.0,0,0,8173,7772,0.0,0.0,-0.5,0.0,0,0,0,8173,7772,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,a,4.5,0.4,2.0,2,0,4935,1529,0.4,0.4,-0.5,0.0,2,0,8,4935,1529,0,0.0,0.0,0.0,1.45,10.8,1.3,0.0,1.2
278,a,5.0,0.2,2.0,2,0,926,1383,0.4,0.4,0.1,0.6,2,0,14,926,1383,0,0.0,0.08,0.08,2.65,16.2,15.9,2.0,3.4
279,u,4.0,0.0,0.0,0,0,0,128,0.0,0.0,0.0,0.0,0,0,0,0,128,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,a,4.0,0.9,0.0,0,0,1142,1047,0.0,0.0,-0.5,0.0,0,0,0,1142,1047,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,a,5.0,0.0,1.0,1,0,63,211,0.2,0.2,0.1,0.6,1,0,3,63,211,0,0.02,0.01,0.03,1.21,3.2,0.9,2.0,0.6
282,a,4.0,1.3,1.0,1,0,7732,2879,0.2,0.2,-0.5,0.0,1,0,1,7732,2879,0,0.07,0.0,0.07,2.07,7.8,0.4,4.0,1.2
283,a,4.5,0.2,2.0,2,0,1298,714,0.4,0.4,0.7,1.2,2,0,9,1298,714,0,0.0,0.0,0.0,2.65,28.2,0.0,0.0,2.8
284,a,4.0,1.3,0.0,0,0,5674,3796,0.0,0.0,-0.5,0.0,0,0,7,5674,3796,0,0.0,0.0,0.0,2.65,27.2,0.3,2.0,3.0
359,n,5.0,0.1,0.0,0,0,316,1289,0.0,0.0,0.0,0.6,0,0,0,316,1289,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,d,4.5,0.4,0.0,0,0,204,2803,0.0,0.0,0.5,1.2,0,0,0,204,2803,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,a,4.0,0.4,0.0,0,0,1192,1535,0.0,0.0,-0.5,0.0,0,0,0,1192,1535,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,a,6.0,0.2,1.0,1,0,1802,1031,0.2,0.2,0.7,1.2,1,0,2,1802,1031,0,0.0,0.02,0.02,0.58,3.4,10.3,0.0,1.4
117,a,5.0,0.1,2.0,2,0,754,411,0.4,0.4,1.1,1.1,2,0,13,754,411,0,0.0,0.19,0.19,0.98,11.4,19.9,0.0,3.1
285,a,4.5,0.2,1.0,1,0,787,763,0.2,0.2,0.5,0.5,1,0,3,787,763,0,0.0,0.0,0.0,0.25,0.2,0.3,0.0,0.1
286,a,4.5,1.4,0.0,0,0,8533,5198,0.0,0.0,0.5,0.5,0,0,0,8533,5198,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,a,4.5,0.3,0.0,0,0,774,949,0.0,0.0,0.5,0.5,0,0,0,774,949,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,i,4.0,0.2,0.0,0,0,114,2294,0.0,0.0,0.0,0.0,0,0,0,114,2294,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,i,5.0,0.3,0.0,0,0,159,5140,0.0,0.0,0.0,0.0,0,0,0,159,5140,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,a,5.5,0.2,2.0,2,0,398,636,0.4,0.4,1.5,1.5,2,0,2,398,636,0,0.06,0.01,0.07,1.04,4.4,2.8,4.0,1.1
291,a,4.0,7.0,1.0,1,0,14810,7878,0.2,0.2,0.5,0.5,1,0,7,14810,7878,0,0.0,0.0,0.0,1.23,15.4,0.3,0.0,1.6
292,a,4.5,0.1,0.0,0,0,180,243,0.0,0.0,0.5,0.5,0,0,0,180,243,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,a,4.5,0.4,3.0,3,0,1861,990,0.7,0.7,1.7,1.7,3,0,15,1861,990,0,0.0,0.0,0.0,1.23,41.6,0.0,0.0,4.2
294,a,4.0,0.8,0.0,0,0,1289,952,0.0,0.0,0.5,0.5,0,0,0,1289,952,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,a,4.5,0.3,2.0,2,0,1030,762,0.4,0.4,1.4,1.4,2,0,15,1030,762,0,0.06,0.01,0.07,1.23,24.0,9.1,5.0,3.8
296,a,4.5,0.1,2.0,2,0,411,386,0.4,0.4,1.4,1.4,2,0,9,411,386,0,0.0,0.03,0.03,1.23,22.2,8.9,0.0,3.1
297,a,4.5,0.1,0.0,0,0,172,228,0.0,0.0,0.5,0.5,0,0,0,172,228,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,a,5.5,0.5,1.0,1,0,1207,3029,0.2,0.2,1.5,1.5,1,0,4,1207,3029,0,0.0,0.03,0.03,0.25,6.2,14.1,0.0,2.0
299,a,5.0,0.0,1.0,1,0,126,274,0.2,0.2,1.1,1.1,1,0,3,126,274,0,0.02,0.0,0.02,0.19,4.2,0.1,4.0,0.8
300,a,5.0,0.2,2.0,2,0,728,743,0.4,0.4,1.1,1.1,2,0,14,728,743,0,0.07,0.01,0.08,1.23,24.0,1.1,23.0,4.8
301,a,4.0,0.2,0.0,0,0,478,742,0.0,0.0,0.5,0.5,0,0,0,478,742,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,a,4.5,0.2,0.0,0,0,283,1016,0.0,0.0,1.4,1.4,0,0,0,283,1016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,u,4.0,0.0,0.0,0,0,0,304,0.0,0.0,0.0,0.0,0,0,0,0,304,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,i,4.0,0.0,0.0,0,0,115,144,0.0,0.0,0.0,0.0,0,0,0,115,144,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,a,4.0,0.6,0.0,0,0,845,1733,0.0,0.0,0.5,0.5,0,0,0,845,1733,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,a,5.5,1.7,8.0,8,0,41841,15433,1.5,1.5,1.2,0.3,8,2,33,41841,15433,0,0.8,0.0,0.8,0.98,40.4,0.1,54.0,9.5
307,a,4.0,1.8,2.0,2,0,12146,3104,0.5,0.5,0.5,0.5,2,0,6,12146,3104,0,0.0,0.0,0.0,1.23,15.8,0.3,0.0,1.6
308,a,4.0,2.6,0.0,0,0,5607,3256,0.0,0.0,0.5,0.5,0,0,0,5607,3256,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,a,4.5,13.8,2.0,2,0,32420,18360,0.4,0.4,0.5,0.5,2,0,17,32420,18360,0,0.0,0.03,0.03,1.23,18.6,15.9,0.0,3.5
570,a,5.5,0.4,8.0,8,0,5779,1260,1.5,1.5,1.5,1.5,8,3,37,5779,1260,0,0.0,0.6,0.6,1.23,45.0,32.5,2.0,8.0
606,a,4.5,0.1,0.0,0,0,718,330,0.0,0.0,0.5,0.5,0,0,0,718,330,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,a,4.0,0.0,0.0,0,0,58,4,0.0,0.0,0.5,0.5,0,0,0,58,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,a,5.5,10.8,7.0,7,0,21440,18372,1.3,1.3,4.5,5.0,7,1,28,21440,18372,0,0.0,0.0,0.0,0.45,18.4,0.0,0.0,1.8
311,a,7.0,30.3,8.0,8,0,57520,24356,1.1,1.1,4.5,5.0,8,2,31,57520,24356,0,0.06,1.0,1.06,0.41,9.0,43.7,3.0,5.6
312,a,4.5,0.2,0.0,0,0,629,1167,0.0,0.0,1.5,2.0,0,0,0,629,1167,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,a,5.0,0.6,1.0,1,0,1521,4853,0.2,0.2,2.9,3.4,1,0,3,1521,4853,0,0.24,0.02,0.26,0.04,7.4,1.9,40.0,4.9
315,a,4.5,0.1,0.0,0,0,332,485,0.0,0.0,1.5,2.0,0,0,0,332,485,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,a,7.5,5.1,0.0,0,0,8021,76538,0.0,0.0,2.9,3.4,0,0,0,8021,76538,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,a,7.5,17.9,8.0,8,0,133736,17372,1.1,1.1,3.1,3.6,8,0,24,133736,17372,0,0.95,0.04,0.99,0.41,36.8,4.9,41.0,8.3
318,a,4.5,0.1,0.0,0,0,245,407,0.0,0.0,1.5,2.0,0,0,0,245,407,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,a,5.5,1.1,0.0,0,0,2562,14430,0.0,0.0,2.5,3.0,0,0,0,2562,14430,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,a,5.0,0.2,0.0,0,0,736,2664,0.0,0.0,2.1,2.6,0,0,0,736,2664,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,a,7.5,3.8,0.0,0,0,6030,51935,0.0,0.0,2.9,3.4,0,0,-1,6030,51935,0,0.0,0.0,0.0,0.04,0.0,1.8,6.0,0.8
322,a,5.0,0.6,0.0,0,0,1028,6315,0.0,0.0,2.9,3.4,0,0,0,1028,6315,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,a,5.0,0.2,3.0,3,0,4544,1250,0.6,0.6,2.1,2.6,3,0,6,4544,1250,0,0.0,0.39,0.39,0.45,6.2,10.4,0.0,1.7
324,a,5.5,0.1,0.0,0,0,210,1155,0.0,0.0,2.5,3.0,0,0,0,210,1155,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,a,4.5,0.3,0.0,0,0,337,2062,0.0,0.0,2.7,3.2,0,0,0,337,2062,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,a,5.0,1.8,1.0,1,0,8441,13363,0.2,0.2,2.9,3.4,1,0,12,8441,13363,0,0.0,0.0,0.0,0.15,14.2,0.3,0.0,1.5
327,a,7.5,8.4,3.0,3,0,15211,41054,0.4,0.4,3.1,3.6,3,0,13,15211,41054,0,0.46,0.38,0.84,0.45,9.6,37.1,31.0,7.8
328,a,12.5,35.1,14.0,14,0,117273,18045,1.1,1.1,4.5,5.0,14,3,38,117273,18045,1,0.7,0.15,0.85,0.45,58.0,24.4,70.0,15.2
329,a,6.5,2.6,3.0,3,0,9306,16397,0.5,0.5,2.8,3.3,3,0,7,9306,16397,0,0.1,0.06,0.16,0.45,2.6,9.3,7.0,1.9
330,a,4.5,0.0,0.0,0,0,131,263,0.0,0.0,1.5,2.0,0,0,0,131,263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,a,4.5,0.1,0.0,0,0,188,304,0.0,0.0,1.5,2.0,0,0,0,188,304,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,a,4.0,0.2,0.0,0,0,555,1032,0.0,0.0,1.5,2.0,0,0,0,555,1032,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,a,4.5,5.7,1.0,1,0,7231,65040,0.2,0.2,2.4,2.9,1,0,7,7231,65040,0,0.0,0.0,0.0,0.31,15.8,0.5,0.0,1.6
334,a,4.0,0.2,0.0,0,0,602,1044,0.0,0.0,1.5,2.0,0,0,0,602,1044,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,a,6.0,4.8,6.0,6,0,16754,9677,1.0,1.0,3.7,4.2,6,0,24,16754,9677,0,0.0,0.13,0.13,0.41,12.0,17.1,4.0,3.3
336,a,6.5,2.4,7.0,7,0,29380,8000,1.1,1.1,2.8,3.3,7,1,28,29380,8000,0,0.15,0.24,0.39,0.45,10.4,41.2,15.0,6.7
337,a,5.0,0.4,1.0,1,0,465,5284,0.2,0.2,2.9,3.4,1,0,3,465,5284,0,0.0,0.01,0.01,0.04,1.4,1.2,0.0,0.3
338,a,4.0,0.4,0.0,0,0,1599,2450,0.0,0.0,1.5,2.0,0,0,0,1599,2450,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,a,6.0,12.6,6.0,6,0,28278,19370,1.0,1.0,3.7,4.2,6,0,24,28278,19370,0,0.0,0.01,0.01,0.45,8.8,1.5,4.0,1.4
340,a,5.5,4.9,6.0,6,0,35977,8849,1.1,1.1,4.3,3.8,6,0,28,35977,8849,0,0.0,0.01,0.01,1.01,16.2,1.6,0.0,1.8
