id,total_points,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index
723,0.0,0.0,0.0,52.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,12.0,0.0,0.0,14430.0,13016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,0.0,0.0,0.0,0.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,0.0,0.0,0.0,0.0,16319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,0.0,0.0,0.0,556.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,9.0,3.0,40.0,677941.0,15774.0,0.0,0.71,0.2400000000000002,0.9499999999999993,0.6199999999999974,44.200000000000045,50.89999999999998,29.0,12.400000000000006
170,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,0.0,0.0,0.0,20.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,0.0,0.0,0.0,2424.0,4388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,0.0,0.0,0.0,79.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,0.0,0.0,0.0,28.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,0.0,0.0,0.0,93.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,5.0,0.0,19.0,4846.0,988.0,0.0,0.0,0.010000000000000009,0.009999999999999787,0.6199999999999974,20.399999999999977,0.9000000000000057,2.0,2.299999999999997
544,1.0,0.0,4.0,55.0,88.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7000000000000028,0.0,0.3000000000000007
545,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,149.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,0.0,0.0,0.0,512.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,0.0,0.0,0.0,1640.0,1566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,0.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,0.0,0.0,0.0,142.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,0.0,0.0,0.0,2658.0,3603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,0.0,0.0,0.0,133.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,0.0,0.0,0.0,109.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,0.0,0.0,0.0,204.0,1705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,19.0,0.0,0.0,39388.0,854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,0.0,0.0,0.0,248.0,685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,0.0,0.0,0.0,131.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,49.0,3380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2.0,0.0,9.0,70932.0,90091.0,0.0,0.14000000000000012,0.08999999999999986,0.22999999999999998,1.0700000000000003,9.800000000000068,5.0,13.0,2.799999999999997
4,0.0,0.0,0.0,115.0,27829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2.0,0.0,12.0,13300.0,25567.0,0.0,0.0,0.040000000000000036,0.040000000000000036,1.0700000000000003,15.0,17.80000000000001,8.0,4.099999999999994
302,0.0,0.0,0.0,7.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,0.0,0.0,0.0,1455.0,3544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,0.0,0.0,0.0,631.0,3988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,2.0,0.0,12.0,9872.0,29870.0,0.0,0.3699999999999992,0.0,0.3699999999999992,1.5200000000000031,9.0,3.5,40.0,5.299999999999997
606,0.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2.0,0.0,1.0,3166.0,2323.0,0.0,0.0,0.010000000000000009,0.010000000000000009,2.0,1.0,1.6999999999999886,2.0,0.5
33,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,0.0,0.0,0.0,131.0,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,177.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,33.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,2.0,0.0,8.0,2735.0,1534.0,0.0,0.009999999999999787,0.020000000000000018,0.03000000000000025,2.0,8.800000000000011,7.2000000000000455,11.0,2.6999999999999886
84,0.0,0.0,0.0,0.0,546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,-2.0,0.0,-9.0,1733.0,15034.0,0.0,0.0,0.0,0.0,0.46000000000000085,0.0,0.4000000000000057,0.0,0.0
120,0.0,0.0,0.0,368.0,16942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,1.0,0.0,3.0,5066.0,3206.0,0.0,0.0,0.0,0.0,0.08999999999999986,3.6000000000000227,0.7999999999999545,0.0,0.4000000000000057
124,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,0.0,0.0,0.0,153.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,1.0,0.0,2.0,18128.0,6883.0,0.0,0.0,0.0,0.0,0.06999999999999984,6.199999999999996,0.10000000000000142,0.0,0.6000000000000014
443,0.0,0.0,-6.0,26430.0,71132.0,0.0,0.0,0.0,0.0,3.049999999999997,9.600000000000023,0.0,0.0,1.0
697,0.0,0.0,0.0,358.0,616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,1.0,0.0,0.0,48576.0,1929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,0.0,0.0,0.0,49.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,0.0,0.0,0.0,64.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,0.0,0.0,0.0,63.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,1.0,0.0,3.0,65.0,42.0,0.0,0.0,0.0,0.0,0.6799999999999999,0.0,0.0,0.0,0.0
748,0.0,0.0,0.0,704.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,112.0,11107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,0.0,0.0,0.0,224.0,718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,0.0,0.0,0.0,28.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,1.0,0.0,1.0,46763.0,20905.0,0.0,0.0,0.0,0.0,0.41000000000000014,6.800000000000068,0.20000000000001705,2.0,0.8999999999999915
237,0.0,0.0,0.0,42.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,-1.0,0.0,0.0,2388.0,25271.0,0.0,0.0,0.3500000000000001,0.34999999999999987,0.36999999999999744,11.399999999999977,15.199999999999989,4.0,3.1000000000000085
450,1.0,0.0,4.0,2070.0,2753.0,0.0,0.0,0.009999999999999995,0.010000000000000009,0.26,7.200000000000003,0.5,0.0,0.7999999999999972
577,1.0,0.0,-1.0,251.0,948.0,0.0,0.0,0.010000000000000009,0.009999999999999787,0.040000000000000924,0.0,1.0,2.0,0.20000000000000284
